id_cliente,mes,reclamos,consultas,nps_promedio
CLI01356,2024-09-01,0,1,78.0
CLI01356,2025-04-01,1,0,-22.6
CLI01356,2025-06-01,1,1,-56.6
CLI01356,2025-07-01,2,0,-17.2
CLI01356,2025-10-01,0,2,47.2
CLI01357,2025-06-01,2,2,9.8
CLI01358,2024-12-01,3,1,8.2
CLI01358,2025-03-01,0,2,27.4
CLI01359,2024-10-01,0,0,90.5
CLI01359,2025-03-01,3,0,-16.6
CLI01359,2025-04-01,0,0,-13.1
CLI01359,2025-07-01,0,0,1.9
CLI01360,2023-08-01,0,0,-22.2
CLI01360,2024-08-01,0,1,50.3
CLI01360,2024-09-01,1,0,16.3
CLI01360,2025-09-01,0,0,8.7
CLI01361,2024-12-01,1,1,22.4
CLI01361,2025-06-01,2,2,-16.7
CLI01364,2023-04-01,0,1,28.7
CLI01364,2023-05-01,0,0,48.8
CLI01364,2025-08-01,2,3,14.3
CLI01365,2023-08-01,1,1,-21.8
CLI01365,2023-10-01,0,1,27.2
CLI01365,2023-11-01,2,1,-21.8
CLI01366,2025-02-01,1,1,62.9
CLI01366,2025-06-01,0,3,100.0
CLI01366,2025-10-01,0,0,54.4
CLI01368,2024-11-01,0,0,-45.4
CLI01368,2025-02-01,0,0,4.5
CLI01369,2023-11-01,0,1,25.5
CLI01370,2023-01-01,0,0,36.9
CLI01370,2023-12-01,0,2,30.9
CLI01370,2024-09-01,0,1,-10.2
CLI01370,2025-06-01,2,2,-12.6
CLI01370,2025-07-01,1,2,33.3
CLI01371,2023-05-01,1,0,23.4
CLI01371,2023-10-01,0,0,93.3
CLI01371,2025-07-01,0,0,-24.3
CLI01372,2023-09-01,0,1,24.0
CLI01372,2024-01-01,0,0,57.8
CLI01372,2025-07-01,0,0,38.5
CLI01373,2025-06-01,3,0,-38.1
CLI01373,2025-12-01,0,0,98.9
CLI01376,2025-10-01,0,0,54.3
CLI01377,2024-09-01,0,2,26.0
CLI01377,2024-12-01,1,1,65.3
CLI01378,2023-09-01,0,0,53.3
CLI01378,2024-02-01,0,0,34.0
CLI01378,2024-10-01,1,2,-38.8
CLI01378,2024-11-01,4,1,-10.0
CLI01378,2025-01-01,2,0,-8.2
CLI01379,2024-07-01,0,0,13.2
CLI01379,2024-08-01,1,4,6.1
CLI01379,2025-02-01,0,0,69.4
CLI01380,2024-12-01,1,1,3.8
CLI01380,2025-03-01,1,2,-0.7
CLI01380,2025-12-01,0,1,44.1
CLI01381,2025-05-01,1,4,-58.2
CLI01381,2025-06-01,1,1,5.4
CLI01382,2023-02-01,0,1,12.7
CLI01382,2024-06-01,5,1,-22.0
CLI01382,2024-10-01,0,0,68.3
CLI01383,2025-07-01,2,4,-42.9
CLI01383,2025-08-01,0,1,3.0
CLI01384,2025-03-01,2,0,-13.1
CLI01385,2024-01-01,0,2,20.5
CLI01385,2024-11-01,0,0,67.1
CLI01386,2025-02-01,0,0,20.3
CLI01386,2025-08-01,3,1,-34.7
CLI01386,2025-12-01,0,0,53.8
CLI01387,2024-12-01,2,0,2.5
CLI01388,2024-08-01,1,1,26.3
CLI01388,2025-06-01,3,0,-25.5
CLI01388,2025-08-01,0,1,-4.1
CLI01389,2024-07-01,2,1,-23.2
CLI01389,2024-12-01,0,1,60.3
CLI01389,2025-11-01,0,0,32.1
CLI01390,2023-10-01,0,0,45.3
CLI01390,2024-03-01,0,0,77.8
CLI01390,2024-06-01,0,0,-36.9
CLI01390,2024-07-01,1,0,-15.2
CLI01390,2025-07-01,0,0,54.1
CLI01392,2022-05-01,0,0,58.1
CLI01392,2023-05-01,0,0,26.8
CLI01392,2025-10-01,0,0,46.4
CLI01393,2023-07-01,0,1,20.2
CLI01393,2024-08-01,3,0,-10.0
CLI01394,2023-06-01,0,0,54.0
CLI01395,2024-06-01,0,2,37.2
CLI01395,2024-09-01,0,2,35.8
CLI01396,2025-05-01,2,1,-17.9
CLI01397,2023-08-01,0,0,93.9
CLI01398,2022-05-01,0,0,57.2
CLI01398,2022-09-01,0,0,61.7
CLI01398,2024-05-01,0,1,62.0
CLI01399,2023-01-01,0,0,79.3
CLI01399,2025-02-01,0,2,24.4
CLI01400,2025-07-01,2,1,-0.8
CLI01401,2022-10-01,0,1,77.7
CLI01401,2024-10-01,2,0,-2.4
CLI01401,2024-11-01,0,4,13.8
CLI01401,2024-12-01,4,1,57.5
CLI01402,2022-07-01,1,2,74.5
CLI01402,2022-08-01,0,0,60.9
CLI01402,2023-03-01,0,1,27.0
CLI01402,2025-07-01,0,0,77.7
CLI01403,2023-08-01,0,0,36.7
CLI01403,2024-11-01,0,0,-32.0
CLI01403,2024-12-01,3,1,-12.0
CLI01404,2024-06-01,1,0,61.4
CLI01404,2025-05-01,0,0,64.1
CLI01405,2023-03-01,0,2,43.1
CLI01405,2024-01-01,0,1,21.5
CLI01405,2024-08-01,0,1,36.8
CLI01405,2025-01-01,1,1,31.0
CLI01405,2025-04-01,1,1,-19.6
CLI01405,2025-05-01,3,1,-25.2
CLI01405,2025-06-01,1,2,-18.0
CLI01406,2022-09-01,0,1,36.3
CLI01406,2023-11-01,0,0,23.2
CLI01406,2025-05-01,3,1,-45.4
CLI01406,2025-07-01,1,0,-21.3
CLI01408,2024-02-01,1,0,6.2
CLI01408,2025-08-01,0,0,53.2
CLI01409,2024-10-01,2,1,-1.9
CLI01410,2023-11-01,0,0,50.2
CLI01410,2024-03-01,1,2,24.1
CLI01410,2024-10-01,1,3,15.6
CLI01410,2024-11-01,2,2,45.9
CLI01410,2025-10-01,0,0,47.5
CLI01411,2024-09-01,0,1,-39.9
CLI01411,2024-11-01,2,2,-40.5
CLI01411,2025-06-01,1,0,97.5
CLI01412,2025-05-01,1,2,39.6
CLI01412,2025-06-01,0,0,-62.5
CLI01413,2024-10-01,0,1,45.2
CLI01413,2024-12-01,0,1,41.1
CLI01413,2025-04-01,1,0,64.4
CLI01414,2024-07-01,0,0,57.5
CLI01414,2025-08-01,3,2,-10.8
CLI01415,2023-07-01,1,2,42.3
CLI01415,2024-01-01,0,0,58.0
CLI01416,2024-09-01,5,0,1.6
CLI01416,2025-01-01,0,1,14.2
CLI01417,2024-05-01,0,1,34.2
CLI01418,2024-02-01,2,1,-24.5
CLI01419,2025-07-01,2,1,13.6
CLI01420,2023-11-01,2,0,-4.8
CLI01420,2023-12-01,3,0,-34.4
CLI01420,2025-03-01,0,0,-16.5
CLI01420,2025-09-01,0,1,55.6
CLI01421,2023-03-01,0,1,81.0
CLI01421,2025-06-01,1,0,-36.3
CLI01421,2025-08-01,1,2,23.4
CLI01422,2022-10-01,2,1,-35.0
CLI01423,2024-09-01,1,2,41.4
CLI01423,2025-10-01,0,2,75.1
CLI01424,2025-06-01,2,0,-23.4
CLI01424,2025-08-01,3,1,1.8
CLI01424,2025-11-01,0,0,18.8
CLI01425,2022-05-01,0,0,77.6
CLI01425,2024-09-01,0,1,13.3
CLI01425,2025-05-01,1,0,19.7
CLI01426,2025-07-01,1,0,30.6
CLI01427,2024-10-01,0,0,92.3
CLI01427,2025-02-01,1,0,18.2
CLI01428,2024-07-01,0,3,56.8
CLI01429,2023-07-01,0,1,19.2
CLI01431,2025-01-01,0,1,-40.5
CLI01431,2025-04-01,2,1,71.5
CLI01432,2022-12-01,0,0,42.5
CLI01432,2023-12-01,0,0,54.7
CLI01432,2024-03-01,0,1,73.0
CLI01432,2024-07-01,2,1,-50.8
CLI01432,2025-05-01,2,0,42.6
CLI01433,2023-12-01,0,2,-6.8
CLI01433,2024-12-01,2,1,34.2
CLI01435,2023-04-01,0,0,63.8
CLI01435,2023-09-01,1,0,60.9
CLI01435,2024-03-01,0,0,54.8
CLI01435,2024-07-01,0,0,31.7
CLI01435,2024-08-01,2,2,30.5
CLI01435,2024-09-01,3,2,-22.9
CLI01436,2024-11-01,1,0,17.4
CLI01436,2025-02-01,5,0,-44.6
CLI01438,2023-10-01,0,0,79.6
CLI01438,2023-12-01,0,1,62.4
CLI01438,2024-01-01,0,0,-34.3
CLI01439,2025-02-01,0,4,52.0
CLI01439,2025-07-01,0,1,60.4
CLI01440,2024-05-01,0,0,12.7
CLI01442,2024-02-01,0,1,37.8
CLI01442,2025-12-01,0,2,46.8
CLI01443,2025-04-01,0,0,67.2
CLI01444,2022-11-01,0,0,19.7
CLI01444,2023-01-01,0,0,19.4
CLI01444,2023-06-01,0,1,-7.1
CLI01444,2023-12-01,1,0,0.1
CLI01444,2025-03-01,0,0,26.7
CLI01445,2024-04-01,0,0,10.4
CLI01445,2024-09-01,0,1,70.0
CLI01446,2024-11-01,0,0,40.0
CLI01446,2025-04-01,0,0,44.3
CLI01446,2025-07-01,0,0,-38.3
CLI01447,2024-01-01,0,0,40.0
CLI01447,2024-09-01,0,0,76.8
CLI01448,2025-04-01,4,4,62.8
CLI01450,2024-10-01,1,1,47.4
CLI01450,2024-11-01,2,0,79.8
CLI01450,2025-02-01,2,0,-54.9
CLI01450,2025-03-01,1,1,4.3
CLI01451,2023-08-01,1,0,77.4
CLI01451,2025-04-01,3,0,-4.2
CLI01452,2023-06-01,0,0,41.6
CLI01452,2023-11-01,0,0,44.8
CLI01453,2023-07-01,1,1,57.4
CLI01453,2023-12-01,1,1,78.3
CLI01453,2024-10-01,2,0,-6.1
CLI01453,2025-06-01,0,1,57.3
CLI01453,2025-11-01,0,0,44.9
CLI01455,2023-10-01,2,2,67.5
CLI01455,2025-06-01,0,2,-60.7
CLI01456,2024-12-01,3,0,12.1
CLI01456,2025-07-01,0,0,67.4
CLI01456,2025-09-01,0,1,55.8
CLI01457,2024-10-01,0,0,35.2
CLI01457,2025-03-01,3,2,-13.4
CLI01458,2024-10-01,1,1,-64.9
CLI01458,2025-06-01,0,0,41.8
CLI01459,2024-07-01,0,0,79.9
CLI01460,2025-07-01,3,1,-39.4
CLI01461,2025-02-01,2,2,-54.4
CLI01461,2025-03-01,2,1,-56.9
CLI01462,2025-01-01,3,3,73.1
CLI01462,2025-03-01,2,3,-13.9
CLI01464,2024-05-01,2,1,-68.7
CLI01464,2025-08-01,0,1,78.7
CLI01464,2025-10-01,0,0,49.4
CLI01465,2025-05-01,2,0,-11.9
CLI01465,2025-09-01,0,0,31.6
CLI01468,2025-01-01,1,0,68.2
CLI01469,2024-12-01,0,0,19.3
CLI01469,2025-08-01,0,0,19.8
CLI01469,2025-11-01,0,0,49.5
CLI01470,2023-08-01,1,1,-2.1
CLI01471,2024-09-01,1,1,12.5
CLI01472,2024-11-01,3,1,-30.3
CLI01473,2024-10-01,1,0,-13.2
CLI01473,2025-09-01,1,0,38.6
CLI01474,2024-01-01,1,0,82.3
CLI01475,2023-06-01,1,0,53.0
CLI01475,2024-07-01,0,0,16.8
CLI01475,2024-12-01,0,0,10.5
CLI01475,2025-01-01,0,0,2.7
CLI01476,2022-10-01,0,2,58.9
CLI01476,2023-11-01,0,1,7.8
CLI01476,2024-07-01,0,2,71.0
CLI01476,2025-04-01,1,2,5.9
CLI01476,2025-08-01,0,0,66.1
CLI01477,2023-07-01,2,0,81.3
CLI01477,2023-09-01,0,0,5.5
CLI01477,2024-03-01,0,0,41.7
CLI01477,2025-05-01,2,0,49.6
CLI01477,2025-08-01,2,0,-25.2
CLI01477,2025-10-01,0,1,16.0
CLI01478,2024-06-01,0,1,42.2
CLI01478,2025-02-01,1,1,-12.4
CLI01478,2025-04-01,4,0,16.4
CLI01479,2022-10-01,0,0,5.4
CLI01479,2023-03-01,0,1,-14.6
CLI01479,2025-03-01,1,0,14.5
CLI01479,2025-11-01,0,0,37.7
CLI01480,2025-09-01,1,1,83.5
CLI01480,2025-10-01,0,0,-26.2
CLI01481,2024-09-01,1,1,45.6
CLI01481,2025-04-01,0,1,85.2
CLI01483,2024-08-01,0,0,6.9
CLI01484,2022-12-01,1,0,36.9
CLI01484,2025-03-01,1,1,29.8
CLI01484,2025-06-01,3,1,15.6
CLI01484,2025-12-01,0,2,13.9
CLI01485,2024-02-01,0,1,49.2
CLI01485,2024-06-01,1,3,9.3
CLI01486,2024-05-01,0,0,60.0
CLI01486,2024-06-01,0,0,38.1
CLI01487,2025-01-01,1,0,17.0
CLI01487,2025-02-01,0,1,32.7
CLI01489,2024-04-01,2,0,59.3
CLI01489,2024-10-01,1,0,51.1
CLI01491,2024-09-01,0,1,52.7
CLI01491,2024-12-01,0,1,100.0
CLI01491,2025-03-01,1,0,-0.3
CLI01492,2022-09-01,0,1,62.1
CLI01492,2025-05-01,2,2,5.3
CLI01493,2024-02-01,1,0,44.0
CLI01493,2025-05-01,0,0,56.5
CLI01494,2023-06-01,0,0,34.4
CLI01494,2024-01-01,2,1,-70.3
CLI01494,2024-02-01,0,0,29.9
CLI01494,2025-03-01,1,0,18.8
CLI01494,2025-11-01,0,1,59.7
CLI01495,2024-10-01,2,1,-4.4
CLI01495,2024-12-01,1,1,-15.2
CLI01496,2023-11-01,0,0,-6.6
CLI01496,2025-01-01,0,0,-15.5
CLI01496,2025-03-01,2,1,-24.2
CLI01499,2023-10-01,0,0,30.2
CLI01499,2024-10-01,0,2,-15.6
CLI01499,2025-12-01,0,1,71.1
CLI01500,2023-10-01,1,1,-7.5
CLI01500,2024-07-01,0,1,8.2
CLI01500,2024-12-01,3,2,29.8
CLI01500,2025-01-01,2,2,-39.0
CLI01501,2025-02-01,1,1,10.5
CLI01501,2025-08-01,0,1,72.0
CLI01503,2024-07-01,0,1,14.1
CLI01503,2024-12-01,1,1,86.7
CLI01504,2023-12-01,0,0,93.9
CLI01504,2024-11-01,1,0,-4.2
CLI01504,2025-01-01,3,1,-14.3
CLI01505,2025-01-01,0,1,31.8
CLI01505,2025-05-01,1,1,15.4
CLI01506,2023-03-01,0,1,65.6
CLI01506,2024-02-01,0,0,73.7
CLI01506,2024-03-01,0,0,23.8
CLI01506,2025-01-01,2,3,-15.2
CLI01506,2025-11-01,0,2,21.6
CLI01508,2025-06-01,3,0,1.8
CLI01509,2023-12-01,1,1,31.7
CLI01509,2024-03-01,1,0,46.5
CLI01509,2024-10-01,0,2,37.5
CLI01510,2022-09-01,1,0,-1.3
CLI01510,2024-01-01,0,0,17.7
CLI01510,2025-03-01,2,1,-27.0
CLI01510,2025-05-01,0,2,2.8
CLI01510,2025-12-01,0,0,57.3
CLI01511,2023-07-01,0,1,20.9
CLI01511,2024-09-01,2,0,-39.8
CLI01511,2024-10-01,1,0,-14.2
CLI01511,2025-02-01,0,0,47.5
CLI01511,2025-03-01,1,0,67.3
CLI01512,2024-07-01,3,2,-38.3
CLI01512,2024-12-01,2,0,71.5
CLI01513,2022-12-01,0,0,55.4
CLI01513,2024-01-01,0,2,-14.8
CLI01513,2024-03-01,0,0,7.7
CLI01514,2024-10-01,0,0,54.8
CLI01514,2025-01-01,0,0,7.0
CLI01514,2025-02-01,1,0,-3.7
CLI01514,2025-03-01,0,0,-19.2
CLI01514,2025-04-01,1,1,-37.0
CLI01515,2023-07-01,0,0,21.3
CLI01515,2024-08-01,2,0,47.4
CLI01515,2024-10-01,1,2,56.3
CLI01515,2024-11-01,2,1,23.1
CLI01515,2025-01-01,1,2,64.4
CLI01515,2025-03-01,0,1,71.6
CLI01515,2025-09-01,0,2,32.6
CLI01516,2024-10-01,0,0,12.4
CLI01516,2025-02-01,3,1,26.3
CLI01516,2025-05-01,4,2,-74.9
CLI01516,2025-06-01,1,0,-33.4
CLI01518,2024-02-01,0,0,21.4
CLI01518,2025-01-01,0,1,-65.4
CLI01518,2025-03-01,2,1,8.1
CLI01518,2025-12-01,0,2,19.6
CLI01519,2025-04-01,4,0,-16.1
CLI01519,2025-07-01,1,1,8.7
CLI01520,2025-04-01,1,2,2.3
CLI01521,2023-08-01,0,0,62.7
CLI01521,2025-03-01,0,2,40.8
CLI01521,2025-06-01,0,0,-66.2
CLI01521,2025-08-01,1,0,-37.1
CLI01521,2025-12-01,1,1,20.2
CLI01522,2023-11-01,0,2,31.0
CLI01523,2025-05-01,2,0,7.3
CLI01525,2022-12-01,0,2,20.3
CLI01525,2023-02-01,1,1,20.9
CLI01525,2023-03-01,4,1,-17.3
CLI01525,2023-04-01,1,0,19.1
CLI01525,2024-09-01,0,1,68.9
CLI01525,2025-07-01,0,1,33.0
CLI01525,2025-08-01,0,1,27.1
CLI01526,2024-11-01,0,0,34.2
CLI01527,2023-01-01,2,0,-9.9
CLI01527,2023-02-01,0,0,-24.5
CLI01528,2023-11-01,0,1,25.8
CLI01528,2025-09-01,0,0,22.6
CLI01529,2025-02-01,1,1,11.5
CLI01529,2025-04-01,1,1,10.3
CLI01530,2024-03-01,0,1,31.1
CLI01530,2024-08-01,0,0,9.8
CLI01530,2024-10-01,0,1,-16.8
CLI01530,2024-11-01,1,1,3.5
CLI01530,2024-12-01,2,1,26.7
CLI01530,2025-01-01,1,0,-72.3
CLI01530,2025-08-01,0,1,27.7
CLI01531,2023-05-01,0,0,71.0
CLI01531,2023-12-01,0,1,6.0
CLI01531,2025-02-01,0,0,58.0
CLI01531,2025-11-01,1,1,53.1
CLI01532,2025-10-01,0,1,38.0
CLI01533,2024-02-01,1,1,-6.7
CLI01534,2023-11-01,0,0,-15.6
CLI01534,2024-08-01,0,0,76.9
CLI01534,2025-08-01,0,0,65.9
CLI01535,2023-10-01,0,1,8.6
CLI01535,2023-12-01,0,0,7.8
CLI01535,2025-01-01,0,2,-20.2
CLI01535,2025-02-01,3,1,-18.3
CLI01536,2025-05-01,0,0,54.1
CLI01536,2025-07-01,3,2,10.6
CLI01536,2025-08-01,0,0,-42.2
CLI01537,2023-10-01,0,4,39.7
CLI01538,2024-11-01,2,2,-17.3
CLI01538,2025-01-01,1,0,-4.8
CLI01539,2025-01-01,0,1,87.1
CLI01540,2023-11-01,1,1,-17.5
CLI01540,2024-06-01,0,0,41.0
CLI01540,2025-10-01,0,1,68.5
CLI01541,2022-10-01,0,0,47.9
CLI01541,2024-12-01,1,1,7.5
CLI01543,2023-05-01,0,1,83.2
CLI01543,2024-02-01,0,1,61.8
CLI01543,2025-08-01,0,1,77.3
CLI01543,2025-10-01,0,0,45.1
CLI01543,2025-12-01,0,1,42.4
CLI01544,2025-03-01,4,1,46.0
CLI01545,2025-03-01,0,1,72.4
CLI01546,2024-01-01,0,1,47.1
CLI01546,2024-11-01,0,1,66.3
CLI01546,2025-06-01,2,1,-2.7
CLI01547,2025-01-01,1,3,-3.5
CLI01547,2025-02-01,1,0,-34.2
CLI01547,2025-03-01,3,3,-45.4
CLI01548,2023-08-01,3,0,23.0
CLI01548,2024-01-01,0,0,30.7
CLI01548,2024-03-01,0,1,35.1
CLI01550,2024-05-01,1,3,70.9
CLI01551,2023-01-01,0,0,20.1
CLI01551,2023-07-01,0,0,43.5
CLI01551,2024-09-01,3,0,40.3
CLI01552,2025-09-01,0,0,9.6
CLI01553,2025-06-01,0,0,-42.1
CLI01554,2024-09-01,0,0,73.3
CLI01554,2025-05-01,2,0,26.5
CLI01554,2025-06-01,4,1,4.5
CLI01555,2024-03-01,0,0,36.1
CLI01555,2025-02-01,1,1,47.7
CLI01555,2025-05-01,0,3,-70.0
CLI01555,2025-11-01,0,0,54.6
CLI01556,2023-01-01,0,1,61.5
CLI01556,2023-06-01,0,0,67.7
CLI01556,2023-12-01,0,0,86.5
CLI01556,2024-05-01,0,1,38.4
CLI01556,2025-07-01,3,2,20.5
CLI01556,2025-11-01,0,0,31.2
CLI01557,2023-09-01,0,2,31.3
CLI01557,2024-04-01,0,0,65.4
CLI01557,2024-05-01,2,1,-16.8
CLI01558,2023-08-01,1,1,-20.0
CLI01558,2025-11-01,0,0,100.0
CLI01560,2023-11-01,0,0,65.0
CLI01560,2025-06-01,0,1,67.8
CLI01561,2023-08-01,2,1,-10.8
CLI01563,2023-06-01,0,1,25.6
CLI01563,2025-08-01,0,0,48.7
CLI01563,2025-09-01,2,2,-8.6
CLI01564,2024-10-01,0,1,-4.5
CLI01564,2025-04-01,0,1,78.3
CLI01564,2025-05-01,1,0,45.7
CLI01565,2024-03-01,0,0,39.4
CLI01565,2025-09-01,2,1,26.5
CLI01566,2025-02-01,3,3,-32.4
CLI01567,2024-05-01,0,0,48.4
CLI01567,2025-04-01,0,1,51.8
CLI01567,2025-08-01,0,0,14.8
CLI01568,2024-04-01,1,0,-2.7
CLI01568,2024-05-01,1,0,-36.3
CLI01568,2024-06-01,3,0,-39.0
CLI01568,2024-07-01,2,2,-17.5
CLI01568,2025-04-01,0,0,12.1
CLI01568,2025-05-01,0,0,17.0
CLI01569,2024-05-01,0,1,72.0
CLI01569,2025-03-01,1,2,-13.9
CLI01569,2025-06-01,0,0,57.9
CLI01570,2024-06-01,0,0,49.8
CLI01570,2024-11-01,0,2,-13.0
CLI01570,2024-12-01,2,2,4.4
CLI01571,2023-11-01,1,2,71.1
CLI01571,2025-03-01,1,0,40.8
CLI01572,2023-05-01,0,0,17.1
CLI01572,2025-05-01,2,1,-29.2
CLI01572,2025-07-01,1,2,-4.5
CLI01573,2023-10-01,0,0,76.0
CLI01573,2023-12-01,0,0,53.3
CLI01573,2025-01-01,0,0,42.0
CLI01573,2025-03-01,0,1,40.4
CLI01574,2022-08-01,0,0,17.8
CLI01574,2025-07-01,2,1,74.8
CLI01574,2025-08-01,0,1,-37.6
CLI01575,2024-05-01,0,0,75.6
CLI01575,2024-09-01,1,1,-36.2
CLI01575,2024-11-01,1,2,-0.4
CLI01575,2025-03-01,1,2,33.1
CLI01576,2024-10-01,0,0,60.1
CLI01576,2025-02-01,2,0,-22.2
CLI01576,2025-08-01,0,1,18.6
CLI01577,2024-09-01,0,0,49.0
CLI01577,2024-12-01,2,0,54.3
CLI01577,2025-08-01,0,0,26.8
CLI01578,2025-02-01,0,0,-21.1
CLI01578,2025-03-01,0,0,-2.0
CLI01578,2025-09-01,0,2,20.0
CLI01579,2023-01-01,0,2,30.2
CLI01579,2024-07-01,1,0,-32.8
CLI01579,2024-09-01,2,0,-36.5
CLI01579,2025-04-01,0,1,61.2
CLI01580,2023-08-01,2,1,26.5
CLI01581,2023-02-01,0,0,66.2
CLI01581,2023-09-01,0,1,14.9
CLI01581,2024-04-01,1,0,7.5
CLI01581,2024-09-01,0,1,46.7
CLI01582,2024-09-01,0,1,-57.5
CLI01582,2024-11-01,1,1,14.9
CLI01582,2025-10-01,0,2,63.9
CLI01583,2025-04-01,0,1,30.3
CLI01583,2025-10-01,0,0,28.6
CLI01584,2024-05-01,0,0,55.9
CLI01584,2025-05-01,1,1,-35.5
CLI01584,2025-06-01,1,0,-4.3
CLI01584,2025-08-01,1,1,-13.1
CLI01585,2023-12-01,0,2,33.9
CLI01585,2024-04-01,0,1,18.2
CLI01586,2025-06-01,3,1,-16.5
CLI01587,2024-04-01,0,0,100.0
CLI01587,2025-02-01,1,1,23.4
CLI01588,2024-09-01,0,0,14.5
CLI01589,2023-11-01,0,0,52.9
CLI01589,2024-06-01,0,0,61.7
CLI01589,2025-05-01,0,0,40.2
CLI01589,2025-11-01,1,2,79.7
CLI01591,2023-04-01,0,1,24.3
CLI01591,2025-05-01,2,1,35.7
CLI01592,2024-05-01,2,0,66.9
CLI01592,2024-12-01,1,1,-88.5
CLI01592,2025-06-01,0,0,85.5
CLI01593,2024-11-01,0,2,-61.9
CLI01593,2024-12-01,1,0,-36.2
CLI01593,2025-01-01,3,3,-47.1
CLI01593,2025-10-01,0,0,55.5
CLI01594,2024-11-01,0,1,52.6
CLI01595,2024-03-01,0,0,-40.8
CLI01596,2024-09-01,0,1,58.9
CLI01598,2023-09-01,2,1,9.9
CLI01598,2023-10-01,1,5,23.6
CLI01598,2023-11-01,2,0,-69.1
CLI01599,2024-07-01,0,0,74.7
CLI01599,2024-08-01,0,0,50.5
CLI01599,2025-02-01,2,3,5.8
CLI01599,2025-03-01,0,1,-9.9
CLI01600,2022-06-01,0,0,23.6
CLI01600,2022-07-01,0,0,-0.6
CLI01600,2024-07-01,2,0,-18.5
CLI01600,2025-06-01,0,1,65.4
CLI01600,2025-09-01,0,0,60.6
CLI01601,2024-08-01,1,0,38.3
CLI01601,2024-10-01,2,1,44.2
CLI01601,2025-09-01,2,0,55.9
CLI01603,2025-06-01,1,0,-22.0
CLI01604,2024-01-01,0,0,78.0
CLI01604,2024-08-01,1,0,-49.3
CLI01604,2025-06-01,1,0,30.1
CLI01605,2023-12-01,0,1,71.1
CLI01606,2023-09-01,0,0,-5.9
CLI01606,2024-07-01,0,1,20.2
CLI01606,2024-09-01,1,2,25.6
CLI01606,2024-11-01,2,1,-18.7
CLI01606,2024-12-01,0,1,-19.6
CLI01607,2025-04-01,0,0,45.5
CLI01608,2024-01-01,0,0,42.1
CLI01609,2023-12-01,0,1,67.8
CLI01609,2024-07-01,0,0,14.4
CLI01611,2025-05-01,0,1,-72.2
CLI01611,2025-07-01,3,0,-23.5
CLI01613,2022-12-01,0,1,34.1
CLI01614,2025-01-01,1,0,-4.8
CLI01614,2025-02-01,1,1,-4.8
CLI01614,2025-03-01,2,0,4.5
CLI01614,2025-04-01,6,3,-26.1
CLI01615,2022-11-01,0,0,23.2
CLI01615,2023-12-01,0,0,67.8
CLI01615,2024-05-01,0,1,-31.6
CLI01616,2023-12-01,0,0,90.7
CLI01616,2025-04-01,0,1,-48.5
CLI01616,2025-11-01,0,1,34.8
CLI01617,2023-11-01,0,1,58.8
CLI01617,2025-04-01,2,2,73.1
CLI01618,2024-10-01,0,1,48.2
CLI01618,2024-11-01,2,1,-38.3
CLI01618,2024-12-01,1,1,-58.4
CLI01618,2025-01-01,0,1,-37.9
CLI01618,2025-10-01,1,0,76.2
CLI01619,2022-02-01,1,1,36.2
CLI01619,2023-03-01,0,0,32.9
CLI01619,2023-05-01,0,2,25.2
CLI01619,2023-07-01,0,0,59.8
CLI01619,2024-02-01,0,0,24.5
CLI01619,2025-06-01,3,2,13.2
CLI01620,2024-09-01,2,0,16.5
CLI01622,2023-04-01,0,0,57.9
CLI01623,2023-05-01,0,0,22.2
CLI01623,2023-06-01,1,1,30.4
CLI01623,2024-03-01,0,0,18.4
CLI01623,2025-09-01,0,0,48.3
CLI01624,2023-01-01,0,0,9.2
CLI01624,2023-03-01,0,1,46.0
CLI01624,2023-06-01,1,0,64.3
CLI01624,2023-11-01,0,1,45.0
CLI01624,2024-02-01,2,4,6.8
CLI01624,2024-03-01,0,0,-6.1
CLI01624,2025-03-01,0,0,44.2
CLI01625,2023-02-01,0,0,48.8
CLI01625,2023-05-01,0,0,100.0
CLI01625,2025-05-01,1,1,59.3
CLI01625,2025-07-01,0,1,33.2
CLI01626,2023-10-01,0,2,33.8
CLI01626,2024-03-01,0,0,52.5
CLI01627,2025-06-01,0,0,33.9
CLI01628,2024-06-01,4,1,8.2
CLI01628,2024-08-01,3,1,-12.3
CLI01628,2024-09-01,1,0,-0.0
CLI01628,2025-05-01,0,1,30.3
CLI01629,2024-07-01,0,0,60.5
CLI01629,2024-08-01,0,2,87.6
CLI01629,2025-05-01,5,0,9.7
CLI01630,2025-04-01,5,1,-34.2
CLI01630,2025-10-01,0,1,-4.5
CLI01631,2023-03-01,0,1,61.5
CLI01631,2024-01-01,1,3,-23.5
CLI01631,2025-02-01,1,1,59.1
CLI01631,2025-05-01,0,1,100.0
CLI01632,2024-12-01,0,0,74.7
CLI01632,2025-03-01,3,2,-13.2
CLI01635,2025-03-01,0,0,17.9
CLI01635,2025-05-01,2,1,-15.8
CLI01637,2023-03-01,0,0,56.2
CLI01637,2023-09-01,1,0,7.7
CLI01637,2023-12-01,0,2,80.9
CLI01637,2024-02-01,0,2,22.9
CLI01638,2023-01-01,0,0,15.4
CLI01638,2024-12-01,1,0,-20.7
CLI01638,2025-01-01,2,0,-0.7
CLI01638,2025-02-01,3,0,1.8
CLI01638,2025-08-01,0,0,48.4
CLI01638,2025-10-01,0,1,21.1
