id_baja,id_cliente,fecha_solicitud,canal_solicitud,motivo
BAJA00406,CLI02222,2024-12-02,Tienda,Exceso de comunicaciones
BAJA00407,CLI03343,2025-07-04,Email,Exceso de comunicaciones
BAJA00408,CLI02655,2024-04-08,Email,Exceso de comunicaciones
BAJA00409,CLI04898,2026-04-08,Tienda,Exceso de comunicaciones
BAJA00410,CLI03575,2025-07-07,Email,Pidio no ser contactado en tienda
BAJA00411,CLI02630,2024-10-10,SMS,Exceso de comunicaciones
BAJA00412,CLI05481,2025-09-18,Tienda,Reclamo previo
BAJA00413,CLI05970,2026-01-08,Tienda,Pidio no ser contactado en tienda
BAJA00414,CLI01909,2024-03-30,Formulario web,Exceso de comunicaciones
BAJA00415,CLI03953,2026-05-04,WhatsApp,Exceso de comunicaciones
BAJA00416,CLI05857,2026-05-19,Email,Exceso de comunicaciones
BAJA00417,CLI00662,2025-04-10,Email,Exceso de comunicaciones
BAJA00418,CLI04290,2025-05-06,SMS,Ya no es cliente
BAJA00419,CLI00185,2026-05-21,WhatsApp,Pidio no ser contactado en tienda
BAJA00420,CLI02781,2024-06-22,SMS,Exceso de comunicaciones
BAJA00421,CLI05252,2026-04-20,Tienda,Exceso de comunicaciones
BAJA00422,CLI05626,2026-03-27,Email,No especifica
BAJA00423,CLI05578,2024-11-18,Tienda,Exceso de comunicaciones
BAJA00424,CLI03970,2024-09-30,Tienda,Ya no es cliente
BAJA00425,CLI03511,2025-05-28,Email,Ya no es cliente
BAJA00426,CLI00743,2024-12-25,Tienda,Ya no es cliente
BAJA00427,CLI03704,2023-06-01,SMS,Exceso de comunicaciones
BAJA00428,CLI04094,2024-02-07,Formulario web,Ya no es cliente
BAJA00429,CLI04946,2024-09-12,Formulario web,Pidio no ser contactado en tienda
BAJA00430,CLI00651,2025-07-18,WhatsApp,No especifica
BAJA00431,CLI01733,2023-10-24,Email,Ya no es cliente
BAJA00432,CLI05439,2024-06-14,SMS,Reclamo previo
BAJA00433,CLI02110,2026-05-15,Tienda,Reclamo previo
BAJA00434,CLI02306,2026-08-27,SMS,Ya no es cliente
BAJA00435,CLI00555,2026-01-17,Email,Exceso de comunicaciones
BAJA00436,CLI01580,2022-12-27,SMS,Exceso de comunicaciones
BAJA00437,CLI05235,2026-08-21,WhatsApp,Exceso de comunicaciones
BAJA00438,CLI03420,2026-04-29,Tienda,Ya no es cliente
BAJA00439,CLI01008,2025-05-01,Tienda,Reclamo previo
BAJA00440,CLI01836,2025-05-23,WhatsApp,Ya no es cliente
BAJA00441,CLI02291,2024-11-13,Email,Exceso de comunicaciones
BAJA00442,CLI05067,2025-08-28,WhatsApp,Pidio no ser contactado en tienda
BAJA00443,CLI04633,2026-06-18,Email,Pidio no ser contactado en tienda
BAJA00444,CLI04267,2025-04-10,Email,Exceso de comunicaciones
BAJA00445,CLI03445,2026-01-14,WhatsApp,Reclamo previo
BAJA00446,CLI01709,2026-04-02,Tienda,Exceso de comunicaciones
BAJA00447,CLI03442,2026-07-10,Tienda,Exceso de comunicaciones
BAJA00448,CLI05461,2024-03-28,Tienda,Ya no es cliente
BAJA00449,CLI05312,2025-11-11,Tienda,Exceso de comunicaciones
BAJA00450,CLI01494,2026-03-21,Tienda,No especifica
BAJA00451,CLI00942,2025-12-24,SMS,No especifica
BAJA00452,CLI03381,2025-08-02,WhatsApp,Ya no es cliente
BAJA00453,CLI01248,2024-04-10,WhatsApp,Pidio no ser contactado en tienda
BAJA00454,CLI01966,2024-12-25,WhatsApp,Ya no es cliente
BAJA00455,CLI00262,2026-02-16,Email,Ya no es cliente
BAJA00456,CLI01975,2025-07-14,SMS,Exceso de comunicaciones
BAJA00457,CLI01028,2025-10-24,SMS,Pidio no ser contactado en tienda
BAJA00458,CLI05771,2025-08-25,Email,No especifica
BAJA00459,CLI00630,2022-12-15,WhatsApp,Ya no es cliente
BAJA00460,CLI05843,2025-05-23,Tienda,Pidio no ser contactado en tienda
BAJA00461,CLI01908,2024-09-13,Formulario web,Pidio no ser contactado en tienda
BAJA00462,CLI04259,2026-01-28,SMS,Pidio no ser contactado en tienda
BAJA00463,CLI03103,2026-08-29,Formulario web,Ya no es cliente
BAJA00464,CLI00519,2024-07-28,Email,No especifica
BAJA00465,CLI02224,2026-07-29,Formulario web,No especifica
BAJA00466,CLI00888,2024-05-12,WhatsApp,Exceso de comunicaciones
BAJA00467,CLI00190,2026-04-13,Email,Exceso de comunicaciones
BAJA00468,CLI04020,2025-09-09,WhatsApp,Exceso de comunicaciones
BAJA00469,CLI01941,2026-06-09,Tienda,Exceso de comunicaciones
BAJA00470,CLI04323,2026-05-02,WhatsApp,No especifica
BAJA00471,CLI05845,2026-02-28,Tienda,No especifica
BAJA00472,CLI04879,2023-01-01,SMS,Pidio no ser contactado en tienda
BAJA00473,CLI01997,2026-01-31,Email,Exceso de comunicaciones
BAJA00474,CLI01136,2025-06-23,Tienda,Exceso de comunicaciones
BAJA00475,CLI03437,2026-04-13,Formulario web,No especifica
BAJA00476,CLI04252,2026-03-15,Formulario web,Ya no es cliente
BAJA00477,CLI04622,2024-05-08,Formulario web,Ya no es cliente
BAJA00478,CLI05082,2024-09-23,Email,Exceso de comunicaciones
BAJA00479,CLI04474,2023-09-08,Formulario web,Exceso de comunicaciones
BAJA00480,CLI02865,2025-08-16,Email,No especifica
BAJA00481,CLI05316,2025-05-04,Formulario web,No especifica
BAJA00482,CLI03410,2025-08-03,WhatsApp,Pidio no ser contactado en tienda
BAJA00483,CLI05628,2024-11-21,Email,Reclamo previo
BAJA00484,CLI05673,2024-09-26,Email,Reclamo previo
BAJA00485,CLI04148,2026-05-23,Email,Pidio no ser contactado en tienda
BAJA00486,CLI01436,2024-12-01,Tienda,No especifica
BAJA00487,CLI01988,2025-10-26,SMS,Reclamo previo
BAJA00488,CLI05154,2024-05-29,Email,Exceso de comunicaciones
BAJA00489,CLI02663,2022-11-10,WhatsApp,No especifica
BAJA00490,CLI01367,2026-05-09,Formulario web,Pidio no ser contactado en tienda
BAJA00491,CLI02907,2026-01-11,Tienda,Reclamo previo
BAJA00492,CLI04401,2024-03-11,Email,Reclamo previo
BAJA00493,CLI03762,2026-07-31,Formulario web,No especifica
BAJA00494,CLI00570,2024-04-21,Email,Pidio no ser contactado en tienda
BAJA00495,CLI04436,2025-08-26,WhatsApp,Ya no es cliente
BAJA00496,CLI05092,2025-05-27,Tienda,No especifica
BAJA00497,CLI02481,2025-09-14,Email,Reclamo previo
BAJA00498,CLI00554,2025-08-08,WhatsApp,No especifica
BAJA00499,CLI04749,2026-02-20,SMS,No especifica
BAJA00500,CLI04152,2026-04-15,Email,Ya no es cliente
BAJA00501,CLI05382,2025-05-30,Email,Exceso de comunicaciones
BAJA00502,CLI01026,2023-01-14,Tienda,Pidio no ser contactado en tienda
BAJA00503,CLI04956,2025-08-25,SMS,Exceso de comunicaciones
BAJA00504,CLI05533,2025-01-23,WhatsApp,Ya no es cliente
BAJA00505,CLI02934,2025-08-25,SMS,Pidio no ser contactado en tienda
BAJA00506,CLI06025,2026-04-08,Tienda,Reclamo previo
BAJA00507,CLI01253,2026-04-08,Email,No especifica
BAJA00508,CLI04324,2025-09-12,Formulario web,No especifica
BAJA00509,CLI02226,2026-03-09,WhatsApp,Exceso de comunicaciones
BAJA00510,CLI01813,2025-06-10,Email,Reclamo previo
BAJA00511,CLI04443,2025-04-19,Tienda,Reclamo previo
BAJA00512,CLI03453,2025-02-14,Tienda,Pidio no ser contactado en tienda
BAJA00513,CLI05307,2025-04-25,Email,Exceso de comunicaciones
BAJA00514,CLI04204,2026-06-16,Email,Exceso de comunicaciones
BAJA00515,CLI02722,2025-05-08,Formulario web,Exceso de comunicaciones
BAJA00516,CLI04986,2025-09-29,Tienda,No especifica
BAJA00517,CLI05522,2023-03-27,Tienda,Ya no es cliente
BAJA00518,CLI01283,2026-05-10,Email,Reclamo previo
BAJA00519,CLI03729,2022-09-01,Email,Ya no es cliente
BAJA00520,CLI01118,2026-02-08,WhatsApp,No especifica
BAJA00521,CLI05169,2023-10-03,Email,No especifica
BAJA00522,CLI01924,2026-01-05,Email,Reclamo previo
BAJA00523,CLI00033,2026-06-05,Email,No especifica
BAJA00524,CLI03351,2025-08-14,WhatsApp,Ya no es cliente
BAJA00525,CLI00369,2026-03-22,SMS,Exceso de comunicaciones
BAJA00526,CLI03779,2024-01-01,Formulario web,Exceso de comunicaciones
BAJA00527,CLI04046,2025-06-02,WhatsApp,No especifica
BAJA00528,CLI02257,2025-12-20,Email,Exceso de comunicaciones
BAJA00529,CLI02620,2026-02-07,Tienda,Ya no es cliente
BAJA00530,CLI01917,2024-08-09,WhatsApp,No especifica
BAJA00531,CLI03314,2025-08-22,WhatsApp,Exceso de comunicaciones
BAJA00532,CLI01656,2025-08-19,Email,No especifica
BAJA00533,CLI00222,2026-06-18,Email,No especifica
BAJA00534,CLI01845,2025-05-22,Email,No especifica
BAJA00535,CLI03337,2026-02-04,Email,Ya no es cliente
BAJA00536,CLI04251,2023-04-28,Email,Exceso de comunicaciones
BAJA00537,CLI00176,2025-08-20,Tienda,Ya no es cliente
BAJA00538,CLI05269,2026-02-10,Email,Exceso de comunicaciones
BAJA00539,CLI04523,2026-04-01,Tienda,Exceso de comunicaciones
BAJA00540,CLI00101,2026-01-27,Email,Exceso de comunicaciones
BAJA00541,CLI04011,2024-09-10,WhatsApp,Exceso de comunicaciones
BAJA00542,CLI02653,2026-02-04,WhatsApp,Exceso de comunicaciones
BAJA00543,CLI04447,2023-04-30,WhatsApp,Reclamo previo
BAJA00544,CLI03553,2023-12-04,Email,No especifica
BAJA00545,CLI05607,2025-11-24,Email,No especifica
BAJA00546,CLI02438,2024-11-21,Tienda,Pidio no ser contactado en tienda
BAJA00547,CLI00241,2026-01-19,Email,No especifica
BAJA00548,CLI03021,2024-11-28,Email,No especifica
BAJA00549,CLI02664,2026-01-14,Formulario web,Exceso de comunicaciones
BAJA00550,CLI01373,2026-03-24,Tienda,Ya no es cliente
BAJA00551,CLI05176,2024-03-24,Tienda,Exceso de comunicaciones
BAJA00552,CLI03069,2024-12-11,Tienda,Pidio no ser contactado en tienda
BAJA00553,CLI04650,2026-04-22,Email,No especifica
BAJA00554,CLI04878,2026-04-14,Email,Ya no es cliente
BAJA00555,CLI01762,2026-02-16,Formulario web,Pidio no ser contactado en tienda
BAJA00556,CLI05834,2026-05-21,WhatsApp,No especifica
BAJA00557,CLI05356,2024-07-15,Tienda,Ya no es cliente
BAJA00558,CLI02990,2025-02-01,Tienda,Exceso de comunicaciones
BAJA00559,CLI02382,2026-06-02,Tienda,No especifica
BAJA00560,CLI01781,2022-05-15,SMS,No especifica
BAJA00561,CLI02419,2025-12-30,WhatsApp,Pidio no ser contactado en tienda
BAJA00562,CLI03850,2025-10-19,Email,Exceso de comunicaciones
BAJA00563,CLI05826,2025-12-12,WhatsApp,Pidio no ser contactado en tienda
BAJA00564,CLI06028,2023-01-07,WhatsApp,Ya no es cliente
BAJA00565,CLI02598,2024-03-22,Tienda,Exceso de comunicaciones
BAJA00566,CLI03786,2025-12-29,Tienda,Ya no es cliente
BAJA00567,CLI00356,2024-06-18,Email,Exceso de comunicaciones
BAJA00568,CLI00364,2023-06-27,Email,Exceso de comunicaciones
BAJA00569,CLI00252,2024-03-20,Email,No especifica
BAJA00570,CLI05593,2022-11-26,Tienda,Exceso de comunicaciones
BAJA00571,CLI03683,2025-12-01,Email,Pidio no ser contactado en tienda
BAJA00572,CLI05225,2024-12-09,Tienda,Reclamo previo
BAJA00573,CLI03353,2023-12-16,Tienda,Exceso de comunicaciones
BAJA00574,CLI04674,2025-09-25,SMS,Ya no es cliente
BAJA00575,CLI05017,2023-03-20,SMS,No especifica
BAJA00576,CLI01770,2025-12-20,Email,Exceso de comunicaciones
BAJA00577,CLI02793,2026-01-29,Tienda,Exceso de comunicaciones
BAJA00578,CLI05430,2025-07-26,Tienda,Exceso de comunicaciones
BAJA00579,CLI00937,2022-11-24,Tienda,Exceso de comunicaciones
BAJA00580,CLI05915,2025-06-08,SMS,Pidio no ser contactado en tienda
BAJA00581,CLI03142,2025-01-22,Tienda,Exceso de comunicaciones
BAJA00582,CLI05443,2023-10-08,WhatsApp,No especifica
BAJA00583,CLI01711,2026-05-12,Email,Ya no es cliente
BAJA00584,CLI05618,2025-10-13,Tienda,Pidio no ser contactado en tienda
BAJA00585,CLI03740,2025-07-17,Tienda,Ya no es cliente
BAJA00586,CLI05390,2026-05-22,SMS,Exceso de comunicaciones
BAJA00587,CLI05539,2022-03-31,Email,Exceso de comunicaciones
BAJA00588,CLI01237,2023-04-24,Email,Exceso de comunicaciones
BAJA00589,CLI00623,2026-03-13,WhatsApp,No especifica
BAJA00590,CLI01440,2025-07-03,Formulario web,Ya no es cliente
BAJA00591,CLI06017,2026-03-25,SMS,Exceso de comunicaciones
BAJA00592,CLI02828,2025-08-19,Tienda,No especifica
BAJA00593,CLI05033,2022-07-29,Email,Exceso de comunicaciones
BAJA00594,CLI01398,2025-10-30,Email,Exceso de comunicaciones
BAJA00595,CLI02826,2025-02-22,SMS,Pidio no ser contactado en tienda
BAJA00596,CLI01290,2025-10-23,Email,Exceso de comunicaciones
BAJA00597,CLI04793,2026-05-05,Tienda,Pidio no ser contactado en tienda
BAJA00598,CLI03690,2026-07-09,Email,Reclamo previo
BAJA00599,CLI01654,2024-12-19,Tienda,Ya no es cliente
BAJA00600,CLI05452,2024-08-18,Tienda,Exceso de comunicaciones
BAJA00601,CLI02413,2024-10-10,Tienda,Exceso de comunicaciones
BAJA00602,CLI00389,2026-04-25,Formulario web,Exceso de comunicaciones
BAJA00603,CLI04403,2025-10-19,Tienda,Ya no es cliente
BAJA00604,CLI05354,2022-08-10,Formulario web,Pidio no ser contactado en tienda
BAJA00605,CLI02745,2026-07-31,WhatsApp,Pidio no ser contactado en tienda
BAJA00606,CLI01783,2026-06-11,Email,No especifica
BAJA00607,CLI05292,2025-07-16,Formulario web,Reclamo previo
BAJA00608,CLI03863,2025-07-16,Email,Exceso de comunicaciones
BAJA00609,CLI01396,2025-11-16,Email,No especifica
BAJA00610,CLI05561,2025-08-07,SMS,Exceso de comunicaciones
BAJA00611,CLI01461,2022-09-06,SMS,Reclamo previo
BAJA00612,CLI05563,2025-01-07,SMS,Exceso de comunicaciones
BAJA00613,CLI04397,2023-05-25,Email,Exceso de comunicaciones
BAJA00614,CLI00187,2026-08-08,Email,Exceso de comunicaciones
BAJA00615,CLI05453,2026-02-01,Tienda,Reclamo previo
BAJA00616,CLI00441,2025-09-10,Tienda,Exceso de comunicaciones
BAJA00617,CLI03073,2025-04-23,Formulario web,Ya no es cliente
BAJA00618,CLI04851,2025-08-13,Formulario web,No especifica
BAJA00619,CLI04276,2025-11-08,Formulario web,Ya no es cliente
BAJA00620,CLI02153,2024-02-25,Formulario web,Exceso de comunicaciones
BAJA00621,CLI02427,2024-11-27,Email,Pidio no ser contactado en tienda
BAJA00622,CLI02527,2026-02-12,Email,Exceso de comunicaciones
BAJA00623,CLI01528,2024-06-03,Email,Ya no es cliente
BAJA00624,CLI03276,2024-08-09,Formulario web,No especifica
BAJA00625,CLI03982,2023-04-08,Email,Pidio no ser contactado en tienda
BAJA00626,CLI00414,2026-01-03,Formulario web,No especifica
BAJA00627,CLI01581,2026-02-20,WhatsApp,Pidio no ser contactado en tienda
BAJA00628,CLI05296,2025-05-25,WhatsApp,Pidio no ser contactado en tienda
BAJA00629,CLI00210,2025-12-30,Formulario web,No especifica
BAJA00630,CLI05014,2024-07-16,WhatsApp,Ya no es cliente
BAJA00631,CLI02710,2026-01-25,SMS,Pidio no ser contactado en tienda
BAJA00632,CLI00956,2025-10-24,Formulario web,Ya no es cliente
BAJA00633,CLI03638,2025-11-18,Formulario web,Ya no es cliente
BAJA00634,CLI03096,2024-12-14,SMS,Reclamo previo
BAJA00635,CLI05373,2025-04-15,Tienda,Reclamo previo
BAJA00636,CLI00997,2024-05-17,Formulario web,Exceso de comunicaciones
BAJA00637,CLI05262,2025-04-05,Email,Exceso de comunicaciones
BAJA00638,CLI05015,2026-03-22,Tienda,No especifica
BAJA00639,CLI05098,2024-11-17,Email,Ya no es cliente
BAJA00640,CLI02312,2024-08-29,Email,Pidio no ser contactado en tienda
BAJA00641,CLI01132,2026-01-15,Tienda,No especifica
BAJA00642,CLI00638,2025-09-28,Email,No especifica
BAJA00643,CLI03676,2024-11-08,Email,No especifica
BAJA00644,CLI04299,2024-07-29,Tienda,Ya no es cliente
BAJA00645,CLI03926,2025-10-17,Email,No especifica
BAJA00646,CLI04513,2023-03-12,Tienda,Pidio no ser contactado en tienda
BAJA00647,CLI01135,2026-01-19,WhatsApp,Exceso de comunicaciones
BAJA00648,CLI03004,2025-01-30,Tienda,Exceso de comunicaciones
BAJA00649,CLI00438,2024-06-13,Tienda,No especifica
BAJA00650,CLI00229,2026-04-05,Email,Exceso de comunicaciones
BAJA00651,CLI04716,2024-09-14,Formulario web,Ya no es cliente
BAJA00652,CLI02694,2024-09-23,Tienda,No especifica
BAJA00653,CLI05410,2026-02-20,Formulario web,No especifica
BAJA00654,CLI04853,2025-12-17,Tienda,Ya no es cliente
BAJA00655,CLI03741,2022-11-20,Formulario web,Pidio no ser contactado en tienda
BAJA00656,CLI05609,2026-01-31,Email,No especifica
BAJA00657,CLI01861,2024-12-10,SMS,Exceso de comunicaciones
BAJA00658,CLI01744,2024-09-07,Email,Pidio no ser contactado en tienda
BAJA00659,CLI05140,2025-12-28,SMS,Exceso de comunicaciones
BAJA00660,CLI00693,2024-03-23,WhatsApp,Exceso de comunicaciones
BAJA00661,CLI03049,2025-09-12,Tienda,Reclamo previo
BAJA00662,CLI05938,2025-11-21,Tienda,Exceso de comunicaciones
BAJA00663,CLI05659,2022-11-14,Email,Exceso de comunicaciones
BAJA00664,CLI00529,2025-06-10,Formulario web,Pidio no ser contactado en tienda
BAJA00665,CLI01144,2026-08-16,SMS,Ya no es cliente
BAJA00666,CLI06004,2024-12-19,Email,Exceso de comunicaciones
BAJA00667,CLI03969,2025-03-27,Email,No especifica
BAJA00668,CLI02978,2024-11-23,Email,Reclamo previo
BAJA00669,CLI00079,2024-10-03,SMS,Ya no es cliente
BAJA00670,CLI04496,2024-11-22,Tienda,Ya no es cliente
BAJA00671,CLI03515,2026-08-23,SMS,Exceso de comunicaciones
BAJA00672,CLI05030,2026-06-20,SMS,Ya no es cliente
BAJA00673,CLI03861,2023-02-06,Tienda,Ya no es cliente
BAJA00674,CLI05981,2024-10-04,Email,Ya no es cliente
BAJA00675,CLI04484,2026-08-13,Email,Pidio no ser contactado en tienda
BAJA00676,CLI01099,2026-07-16,WhatsApp,No especifica
BAJA00677,CLI01050,2025-01-11,Formulario web,No especifica
BAJA00678,CLI01693,2023-06-24,WhatsApp,Exceso de comunicaciones
BAJA00679,CLI03521,2026-01-17,Email,Ya no es cliente
BAJA00680,CLI03583,2025-09-20,WhatsApp,Ya no es cliente
BAJA00681,CLI01379,2025-02-16,Tienda,Exceso de comunicaciones
BAJA00682,CLI03294,2026-06-24,WhatsApp,Pidio no ser contactado en tienda
BAJA00683,CLI05174,2026-03-06,Formulario web,Ya no es cliente
BAJA00684,CLI04074,2025-12-20,Tienda,No especifica
BAJA00685,CLI04110,2026-02-01,SMS,Pidio no ser contactado en tienda
BAJA00686,CLI01653,2026-08-12,WhatsApp,No especifica
BAJA00687,CLI02188,2026-05-29,WhatsApp,Exceso de comunicaciones
BAJA00688,CLI03201,2025-02-15,WhatsApp,Exceso de comunicaciones
BAJA00689,CLI01100,2025-09-21,Email,Ya no es cliente
BAJA00690,CLI00832,2025-07-06,WhatsApp,Ya no es cliente
BAJA00691,CLI05831,2024-07-03,SMS,No especifica
BAJA00692,CLI03283,2026-06-10,Tienda,Ya no es cliente
BAJA00693,CLI03919,2026-06-13,Email,Ya no es cliente
BAJA00694,CLI05329,2025-08-06,Email,No especifica
BAJA00695,CLI00215,2026-02-04,Email,Ya no es cliente
BAJA00696,CLI01245,2023-08-12,Email,Pidio no ser contactado en tienda
BAJA00697,CLI02158,2026-07-11,Tienda,No especifica
BAJA00698,CLI05388,2026-05-29,WhatsApp,Pidio no ser contactado en tienda
BAJA00699,CLI01035,2023-11-15,Tienda,Pidio no ser contactado en tienda
BAJA00700,CLI02727,2025-12-28,Tienda,No especifica
BAJA00701,CLI04008,2023-06-25,Email,Exceso de comunicaciones
BAJA00702,CLI00218,2025-03-03,WhatsApp,No especifica
BAJA00703,CLI00908,2025-08-08,WhatsApp,No especifica
BAJA00704,CLI03728,2026-03-29,Tienda,Ya no es cliente
BAJA00705,CLI04409,2025-06-16,SMS,Ya no es cliente
BAJA00706,CLI01717,2025-12-22,WhatsApp,Ya no es cliente
BAJA00707,CLI01651,2026-05-20,Tienda,Reclamo previo
BAJA00708,CLI03679,2024-08-01,WhatsApp,No especifica
BAJA00709,CLI03030,2023-04-06,Email,No especifica
BAJA00710,CLI01834,2026-01-04,Tienda,Pidio no ser contactado en tienda
BAJA00711,CLI01037,2025-07-26,Tienda,No especifica
BAJA00712,CLI01662,2023-01-10,Formulario web,No especifica
BAJA00713,CLI00313,2025-08-22,Email,Exceso de comunicaciones
BAJA00714,CLI05594,2025-01-09,Tienda,Ya no es cliente
BAJA00715,CLI02574,2025-11-08,Tienda,Exceso de comunicaciones
BAJA00716,CLI04356,2025-05-13,Formulario web,No especifica
BAJA00717,CLI01198,2026-03-25,Formulario web,Ya no es cliente
BAJA00718,CLI02421,2024-05-15,Formulario web,No especifica
BAJA00719,CLI02118,2024-03-08,Tienda,No especifica
BAJA00720,CLI00188,2022-10-29,Email,Ya no es cliente
BAJA00721,CLI02434,2024-02-04,Email,No especifica
BAJA00722,CLI02251,2025-08-15,WhatsApp,Reclamo previo
BAJA00723,CLI04014,2026-04-30,Email,Ya no es cliente
BAJA00724,CLI00366,2026-01-23,Email,Exceso de comunicaciones
BAJA00725,CLI05420,2023-05-11,SMS,No especifica
BAJA00726,CLI05968,2026-03-07,Email,No especifica
BAJA00727,CLI00406,2025-01-10,Tienda,Exceso de comunicaciones
BAJA00728,CLI04889,2025-01-31,Tienda,Exceso de comunicaciones
BAJA00729,CLI05803,2025-12-06,SMS,No especifica
BAJA00730,CLI03996,2024-11-17,Email,Ya no es cliente
BAJA00731,CLI02208,2022-12-14,Tienda,No especifica
BAJA00732,CLI04632,2025-08-25,Email,Ya no es cliente
BAJA00733,CLI04529,2026-06-07,Tienda,Exceso de comunicaciones
BAJA00734,CLI05244,2025-09-30,Tienda,Exceso de comunicaciones
BAJA00735,CLI01707,2023-06-08,Tienda,No especifica
BAJA00736,CLI01536,2025-09-16,Tienda,Reclamo previo
BAJA00737,CLI04998,2024-11-27,Email,No especifica
BAJA00738,CLI02580,2024-11-07,WhatsApp,Exceso de comunicaciones
BAJA00739,CLI05624,2024-10-02,Tienda,Exceso de comunicaciones
BAJA00740,CLI04912,2026-04-19,Tienda,Ya no es cliente
BAJA00741,CLI04361,2026-02-22,Tienda,Exceso de comunicaciones
BAJA00742,CLI01562,2025-04-16,Email,Reclamo previo
BAJA00743,CLI03541,2025-06-14,SMS,Reclamo previo
BAJA00744,CLI01938,2026-07-10,Formulario web,Exceso de comunicaciones
BAJA00745,CLI02138,2026-04-28,Formulario web,Ya no es cliente
BAJA00746,CLI05568,2025-07-01,Email,No especifica
BAJA00747,CLI01116,2026-07-15,Email,Ya no es cliente
BAJA00748,CLI05741,2026-03-07,WhatsApp,Exceso de comunicaciones
BAJA00749,CLI05160,2026-01-21,Email,Pidio no ser contactado en tienda
BAJA00750,CLI00729,2022-04-27,Tienda,Pidio no ser contactado en tienda
BAJA00751,CLI03292,2023-09-24,Tienda,Ya no es cliente
BAJA00752,CLI00277,2025-03-21,WhatsApp,Exceso de comunicaciones
BAJA00753,CLI03471,2023-10-31,Formulario web,No especifica
BAJA00754,CLI05387,2026-07-03,SMS,Ya no es cliente
BAJA00755,CLI04709,2024-11-09,Email,Reclamo previo
BAJA00756,CLI02896,2024-12-31,Formulario web,Ya no es cliente
BAJA00757,CLI05836,2025-03-18,WhatsApp,Exceso de comunicaciones
BAJA00758,CLI05620,2026-05-19,Email,Pidio no ser contactado en tienda
BAJA00759,CLI05643,2025-07-08,Email,No especifica
BAJA00760,CLI02295,2025-10-15,Tienda,Exceso de comunicaciones
BAJA00761,CLI02841,2025-07-11,WhatsApp,No especifica
BAJA00762,CLI02567,2026-05-31,Tienda,No especifica
BAJA00763,CLI05991,2026-01-21,Email,No especifica
BAJA00764,CLI00970,2025-11-15,Tienda,Reclamo previo
BAJA00765,CLI03634,2024-12-07,Email,Exceso de comunicaciones
BAJA00766,CLI02783,2023-07-17,Email,Exceso de comunicaciones
BAJA00767,CLI03754,2025-04-15,Tienda,No especifica
BAJA00768,CLI00715,2026-04-12,Tienda,Ya no es cliente
BAJA00769,CLI04456,2026-02-10,WhatsApp,Exceso de comunicaciones
BAJA00770,CLI04766,2026-08-09,SMS,Reclamo previo
BAJA00771,CLI05300,2024-05-29,WhatsApp,Ya no es cliente
BAJA00772,CLI02045,2025-06-04,Email,No especifica
BAJA00773,CLI01433,2022-07-04,Email,Exceso de comunicaciones
BAJA00774,CLI01925,2026-04-26,Tienda,No especifica
BAJA00775,CLI04967,2026-04-02,Email,Reclamo previo
BAJA00776,CLI01764,2024-05-22,Tienda,No especifica
BAJA00777,CLI05574,2026-08-29,Email,No especifica
BAJA00778,CLI03235,2026-02-02,SMS,No especifica
BAJA00779,CLI04881,2025-08-15,WhatsApp,Pidio no ser contactado en tienda
BAJA00780,CLI04112,2024-08-13,Formulario web,Exceso de comunicaciones
BAJA00781,CLI02648,2025-09-08,Email,Ya no es cliente
BAJA00782,CLI06037,2025-04-10,SMS,Pidio no ser contactado en tienda
BAJA00783,CLI00331,2026-06-10,SMS,No especifica
BAJA00784,CLI03075,2025-12-01,Email,Reclamo previo
BAJA00785,CLI00905,2026-07-13,Formulario web,Ya no es cliente
BAJA00786,CLI02666,2025-12-16,Email,No especifica
BAJA00787,CLI05475,2024-08-29,Email,Ya no es cliente
BAJA00788,CLI05690,2026-02-17,SMS,Exceso de comunicaciones
BAJA00789,CLI03170,2023-11-05,Email,Exceso de comunicaciones
BAJA00790,CLI05047,2025-09-24,Email,Ya no es cliente
BAJA00791,CLI02564,2026-05-23,WhatsApp,Exceso de comunicaciones
BAJA00792,CLI00865,2025-10-22,Email,Ya no es cliente
BAJA00793,CLI01281,2025-12-05,Email,No especifica
BAJA00794,CLI02492,2025-10-25,Email,Reclamo previo
BAJA00795,CLI02101,2025-03-27,Email,Exceso de comunicaciones
BAJA00796,CLI03263,2026-05-29,Tienda,No especifica
BAJA00797,CLI01874,2025-05-29,SMS,Exceso de comunicaciones
BAJA00798,CLI04626,2026-04-12,Formulario web,Exceso de comunicaciones
BAJA00799,CLI05421,2026-01-09,Tienda,Exceso de comunicaciones
BAJA00800,CLI04114,2025-12-11,SMS,Ya no es cliente
BAJA00801,CLI03721,2026-04-21,Tienda,Exceso de comunicaciones
BAJA00802,CLI05538,2026-06-28,SMS,No especifica
BAJA00803,CLI05547,2025-09-10,Formulario web,Pidio no ser contactado en tienda
BAJA00804,CLI05679,2024-12-12,Email,Ya no es cliente
BAJA00805,CLI00779,2025-08-15,Email,No especifica
BAJA00806,CLI01194,2024-11-05,Email,No especifica
BAJA00807,CLI05964,2024-07-19,SMS,Exceso de comunicaciones
BAJA00808,CLI02505,2024-06-16,SMS,Reclamo previo
BAJA00809,CLI05536,2025-05-18,Formulario web,Pidio no ser contactado en tienda
BAJA00810,CLI02047,2025-07-30,Formulario web,No especifica
BAJA00811,CLI03671,2026-07-15,Email,No especifica
BAJA00812,CLI02923,2025-02-23,SMS,No especifica
