id_devolucion,id_transaccion,id_cliente,fecha_devolucion,monto_devuelto,motivo
DEV0381,TX0012805,,2024-08-21,16286.37,No cumplio expectativas
DEV0382,TX0049098,,2025-08-02,31924.93,No cumplio expectativas
DEV0383,TX0048853,CLI02901,2025-10-17,19043.93,Error de compra
DEV0384,TX0035891,,2025-07-22,11870.56,No cumplio expectativas
DEV0385,TX0032822,,2024-12-20,37163.39,Cambio de talle/color
DEV0386,TX0031969,CLI03677,2024-12-06,26842.05,Producto dañado en envio
DEV0387,TX0048802,,2025-02-03,53934.62,No cumplio expectativas
DEV0388,TX0021631,CLI00017,2024-10-10,12953.8,Producto dañado en envio
DEV0389,TX0036891,,2022-10-10,69438.94,Error de compra
DEV0390,TX0022698,CLI03864,2024-07-22,12983.64,No cumplio expectativas
DEV0391,TX0049521,CLI00868,2024-11-26,31689.08,Producto dañado en envio
DEV0392,TX0000672,CLI04809,2025-02-01,3026.34,Producto defectuoso
DEV0393,TX0017158,CLI05572,2025-07-14,51099.91,Producto dañado en envio
DEV0394,TX0028584,CLI05206,2024-05-20,4369.2,Producto dañado en envio
DEV0395,TX0018096,CLI00716,2025-09-27,22196.1,No cumplio expectativas
DEV0396,TX0013337,,2025-10-04,7113.25,Error de compra
DEV0397,TX0047299,CLI05282,2025-05-27,26920.9,No cumplio expectativas
DEV0398,TX0017503,CLI02536,2023-12-04,5360.26,Cambio de talle/color
DEV0399,TX0013269,CLI00823,2024-09-23,16628.99,Error de compra
DEV0400,TX0049709,,2023-06-08,15957.0,Cambio de talle/color
DEV0401,TX0032565,,2023-10-29,14906.52,Cambio de talle/color
DEV0402,TX0028474,CLI00018,2024-01-01,59774.97,No cumplio expectativas
DEV0403,TX0031231,CLI00224,2024-05-14,14009.3,Producto dañado en envio
DEV0404,TX0041498,,2024-10-05,13463.37,Cambio de talle/color
DEV0405,TX0006690,CLI01219,2023-06-05,13645.11,No cumplio expectativas
DEV0406,TX0004270,,2022-08-16,5585.46,Producto defectuoso
DEV0407,TX0012526,,2024-09-27,16432.55,Producto defectuoso
DEV0408,TX0025934,CLI02427,2025-04-05,24321.49,Producto defectuoso
DEV0409,TX0024544,CLI03854,2023-07-15,7971.8,Producto defectuoso
DEV0410,TX0036699,,2023-04-16,13170.33,Producto dañado en envio
DEV0411,TX0015851,,2022-10-22,18070.24,Producto dañado en envio
DEV0412,TX0025412,,2024-09-22,7543.35,Producto dañado en envio
DEV0413,TX0046362,,2023-01-09,21648.63,Producto defectuoso
DEV0414,TX0031544,,2023-12-13,20023.11,Producto defectuoso
DEV0415,TX0041635,CLI02919,2023-05-27,60493.61,Cambio de talle/color
DEV0416,TX0017759,,2024-11-18,70849.22,No cumplio expectativas
DEV0417,TX0035095,,2023-12-20,11149.29,Cambio de talle/color
DEV0418,TX0048731,CLI05378,2022-05-22,500.0,No cumplio expectativas
DEV0419,TX0022916,,2022-07-18,19979.13,Producto defectuoso
DEV0420,TX0037674,,2024-04-24,5902.26,Error de compra
DEV0421,TX0043450,CLI00463,2022-09-29,8826.7,Cambio de talle/color
DEV0422,TX0035374,CLI03530,2022-10-23,1946.02,Producto defectuoso
DEV0423,TX0010440,CLI01820,2023-08-28,24085.17,Error de compra
DEV0424,TX0036090,CLI03998,2023-11-17,14787.56,Producto dañado en envio
DEV0425,TX0047502,,2025-04-28,7478.37,Producto defectuoso
DEV0426,TX0024477,CLI04771,2024-10-30,12890.61,No cumplio expectativas
DEV0427,TX0000477,CLI01818,2023-11-03,11730.78,Producto dañado en envio
DEV0428,TX0017785,CLI04936,2025-01-28,15973.55,Error de compra
DEV0429,TX0025821,CLI02871,2024-04-21,28449.73,Producto dañado en envio
DEV0430,TX0049729,CLI01351,2024-10-27,13404.85,No cumplio expectativas
DEV0431,TX0005433,,2025-01-29,20517.6,Cambio de talle/color
DEV0432,TX0009273,CLI05595,2024-08-09,13950.84,Error de compra
DEV0433,TX0035889,,2024-03-14,14083.86,Producto defectuoso
DEV0434,TX0011638,CLI04874,2023-07-19,14995.73,Cambio de talle/color
DEV0435,TX0018633,CLI03451,2024-02-02,19879.66,Error de compra
DEV0436,TX0002302,CLI01162,2023-05-31,15048.5,Error de compra
DEV0437,TX0013930,CLI03607,2024-02-22,15405.53,Producto defectuoso
DEV0438,TX0035646,,2023-01-15,13524.82,No cumplio expectativas
DEV0439,TX0030404,,2023-09-27,4020.91,Cambio de talle/color
DEV0440,TX0035919,CLI05069,2025-01-30,7261.44,No cumplio expectativas
DEV0441,TX0019437,CLI00520,2022-10-17,3481.44,Producto dañado en envio
DEV0442,TX0028322,CLI00845,2023-02-16,7099.04,Producto defectuoso
DEV0443,TX0001652,CLI04509,2023-11-26,14085.24,Producto dañado en envio
DEV0444,TX0010546,,2023-09-14,8842.42,No cumplio expectativas
DEV0445,TX0021573,,2025-05-09,16288.7,Error de compra
DEV0446,TX0017023,,2025-06-17,12011.97,No cumplio expectativas
DEV0447,TX0041527,,2025-06-05,8625.09,Cambio de talle/color
DEV0448,TX0018381,CLI01717,2022-04-01,12335.67,Error de compra
DEV0449,TX0021422,CLI05469,2023-07-02,64669.25,Error de compra
DEV0450,TX0039630,,2022-11-16,21950.76,Producto defectuoso
DEV0451,TX0028927,CLI03622,2025-05-25,10749.47,Error de compra
DEV0452,TX0034425,,2022-12-05,22267.38,Error de compra
DEV0453,TX0046870,,2024-07-30,7455.69,Cambio de talle/color
DEV0454,TX0046556,,2025-03-16,26577.79,Producto dañado en envio
DEV0455,TX0041257,,2023-02-20,6621.05,Error de compra
DEV0456,TX0027855,CLI00122,2025-02-18,10596.05,Cambio de talle/color
DEV0457,TX0041406,,2025-04-19,25431.27,Producto defectuoso
DEV0458,TX0034154,,2025-01-02,19079.64,Error de compra
DEV0459,TX0027059,,2025-01-20,13514.27,Cambio de talle/color
DEV0460,TX0039290,CLI00779,2024-11-21,18236.51,Error de compra
DEV0461,TX0022635,,2025-11-23,29025.06,No cumplio expectativas
DEV0462,TX0008848,CLI02350,2023-07-08,12831.81,No cumplio expectativas
DEV0463,TX0010353,,2025-06-03,14909.85,Producto defectuoso
DEV0464,TX0036984,CLI02611,2025-04-20,19758.16,Error de compra
DEV0465,TX0049800,,2024-02-18,18710.62,Producto defectuoso
DEV0466,TX0005082,CLI05992,2024-06-13,12431.8,No cumplio expectativas
DEV0467,TX0027616,CLI03332,2024-02-27,20272.85,Producto dañado en envio
DEV0468,TX0018767,,2024-03-30,19822.17,Producto dañado en envio
DEV0469,TX0026698,CLI03136,2023-11-07,17846.31,Producto dañado en envio
DEV0470,TX0043123,,2025-04-15,23088.47,Producto dañado en envio
DEV0471,TX0003382,CLI00424,2024-08-10,18669.6,No cumplio expectativas
DEV0472,TX0004072,CLI01702,2024-10-18,12259.49,Cambio de talle/color
DEV0473,TX0009929,CLI03777,2024-10-01,8434.1,Producto dañado en envio
DEV0474,TX0017431,CLI02128,2025-07-24,26111.79,Producto dañado en envio
DEV0475,TX0022117,CLI00736,2024-11-03,49451.75,Producto dañado en envio
DEV0476,TX0017468,CLI05788,2024-06-19,36859.85,Error de compra
DEV0477,TX0043034,CLI05743,2023-04-20,13763.81,Producto defectuoso
DEV0478,TX0006731,,2025-05-24,27700.96,No cumplio expectativas
DEV0479,TX0008989,,2023-07-03,98480.57,No cumplio expectativas
DEV0480,TX0008227,,2023-09-12,8582.78,Producto dañado en envio
DEV0481,TX0008245,,2024-03-14,19555.67,Cambio de talle/color
DEV0482,TX0005928,,2024-11-11,9981.79,Cambio de talle/color
DEV0483,TX0041635,CLI02919,2023-05-31,60493.61,Producto defectuoso
DEV0484,TX0030172,,2023-10-02,8228.28,Producto dañado en envio
DEV0485,TX0014036,CLI00173,2024-04-09,20511.68,Error de compra
DEV0486,TX0021488,CLI05686,2022-05-22,15137.78,Producto defectuoso
DEV0487,TX0017470,CLI04235,2024-09-02,16183.84,No cumplio expectativas
DEV0488,TX0001641,CLI05263,2025-02-05,4370.22,No cumplio expectativas
DEV0489,TX0016710,,2024-07-08,7626.83,No cumplio expectativas
DEV0490,TX0028350,,2024-08-16,9881.39,Producto dañado en envio
DEV0491,TX0041124,CLI05244,2025-07-13,17314.62,Producto defectuoso
DEV0492,TX0023239,CLI04277,2022-05-24,77084.99,Cambio de talle/color
DEV0493,TX0048621,CLI02760,2025-03-17,10899.6,Producto defectuoso
DEV0494,TX0036122,,2025-06-12,9046.18,Cambio de talle/color
DEV0495,TX0035736,CLI03139,2022-11-28,34250.92,Producto dañado en envio
DEV0496,TX0025665,,2024-03-01,9675.89,Producto dañado en envio
DEV0497,TX0048188,,2022-03-12,11991.58,Producto defectuoso
DEV0498,TX0033597,,2023-02-03,6101.16,Error de compra
DEV0499,TX0023585,,2025-08-09,11932.53,Cambio de talle/color
DEV0500,TX0020979,,2024-07-14,19310.23,Producto defectuoso
DEV0501,TX0041168,,2022-04-23,21424.97,Cambio de talle/color
DEV0502,TX0041247,CLI01851,2023-10-16,5076.44,Producto defectuoso
DEV0503,TX0008361,CLI01909,2025-02-06,15142.41,No cumplio expectativas
DEV0504,TX0034530,CLI00690,2025-03-26,13065.01,Producto dañado en envio
DEV0505,TX0031918,,2023-07-13,53565.21,No cumplio expectativas
DEV0506,TX0008609,,2025-07-10,10893.4,Error de compra
DEV0507,TX0013121,,2024-10-08,14711.13,No cumplio expectativas
DEV0508,TX0007619,,2023-02-19,18627.7,Producto defectuoso
DEV0509,TX0005987,CLI06016,2024-07-19,15894.29,Producto defectuoso
DEV0510,TX0038305,,2025-10-28,21956.09,Cambio de talle/color
DEV0511,TX0036353,CLI04895,2025-09-10,21238.21,Cambio de talle/color
DEV0512,TX0000684,CLI05832,2022-12-10,13680.09,Producto dañado en envio
DEV0513,TX0013782,,2025-01-14,92941.88,Producto dañado en envio
DEV0514,TX0036650,CLI04946,2025-05-02,4948.36,Producto dañado en envio
DEV0515,TX0000729,CLI02397,2024-11-10,79706.7,Error de compra
DEV0516,TX0014780,,2024-04-03,22341.31,No cumplio expectativas
DEV0517,TX0019074,,2024-03-17,11044.78,Error de compra
DEV0518,TX0011652,,2023-06-10,12006.71,No cumplio expectativas
DEV0519,TX0031534,,2025-07-18,15276.84,Error de compra
DEV0520,TX0007275,,2025-10-23,9256.16,Error de compra
DEV0521,TX0028416,CLI05566,2024-11-29,24389.47,Error de compra
DEV0522,TX0026494,,2022-04-01,41610.93,Error de compra
DEV0523,TX0042313,CLI03907,2023-07-26,7839.69,Producto defectuoso
DEV0524,TX0018564,CLI04005,2024-01-06,30595.46,Error de compra
DEV0525,TX0012619,,2024-07-31,26193.52,Cambio de talle/color
DEV0526,TX0008792,,2025-07-03,80726.98,Error de compra
DEV0527,TX0043497,,2024-11-11,5239.82,No cumplio expectativas
DEV0528,TX0023969,,2024-10-03,31212.62,Producto dañado en envio
DEV0529,TX0021115,CLI00103,2024-03-29,8379.48,Cambio de talle/color
DEV0530,TX0022846,CLI00750,2024-07-02,500.0,Producto dañado en envio
DEV0531,TX0002575,CLI03323,2023-02-26,21751.94,Producto dañado en envio
DEV0532,TX0019843,CLI02006,2025-07-01,68124.12,Cambio de talle/color
DEV0533,TX0009925,CLI05985,2025-01-16,6767.46,No cumplio expectativas
DEV0534,TX0006585,,2025-05-25,10210.0,No cumplio expectativas
DEV0535,TX0032533,CLI05766,2024-02-29,12559.25,Error de compra
DEV0536,TX0012626,CLI01176,2023-03-02,8115.19,Error de compra
DEV0537,TX0005976,CLI03289,2024-05-26,10383.48,Producto dañado en envio
DEV0538,TX0001578,,2024-04-12,12296.97,Cambio de talle/color
DEV0539,TX0017159,CLI03876,2023-05-18,11518.12,No cumplio expectativas
DEV0540,TX0040797,CLI03540,2023-12-18,9810.0,No cumplio expectativas
DEV0541,TX0014148,,2023-01-15,12128.2,Producto dañado en envio
DEV0542,TX0032136,,2024-03-31,6233.55,Cambio de talle/color
DEV0543,TX0014605,CLI03807,2024-08-26,7322.53,No cumplio expectativas
DEV0544,TX0008501,,2023-05-03,11722.43,Producto defectuoso
DEV0545,TX0018815,CLI01306,2022-10-15,3559.81,Producto dañado en envio
DEV0546,TX0006869,CLI01899,2024-05-11,26903.77,Cambio de talle/color
DEV0547,TX0012053,CLI04946,2024-02-17,10700.92,Cambio de talle/color
DEV0548,TX0007231,,2023-11-15,24288.26,No cumplio expectativas
DEV0549,TX0012321,CLI01863,2023-05-07,26100.03,No cumplio expectativas
DEV0550,TX0025506,CLI02836,2022-09-20,19285.37,Producto dañado en envio
DEV0551,TX0021530,CLI03474,2022-11-06,16088.26,No cumplio expectativas
DEV0552,TX0001051,,2025-09-07,7211.81,No cumplio expectativas
DEV0553,TX0016686,,2022-09-27,26691.96,Producto defectuoso
DEV0554,TX0024995,,2024-03-30,12412.3,Producto defectuoso
DEV0555,TX0036575,CLI05052,2024-08-30,20977.14,Cambio de talle/color
DEV0556,TX0010081,CLI01345,2023-01-31,10223.59,Producto dañado en envio
DEV0557,TX0035277,,2023-03-13,14377.42,Producto dañado en envio
DEV0558,TX0026135,CLI04627,2024-09-30,8175.34,Error de compra
DEV0559,TX0022710,CLI02563,2024-05-03,17151.8,Error de compra
DEV0560,TX0029850,,2024-10-27,6888.71,Cambio de talle/color
DEV0561,TX0044760,,2025-07-31,49909.29,Producto defectuoso
DEV0562,TX0039642,,2023-08-24,39867.91,Producto defectuoso
DEV0563,TX0037007,CLI00838,2023-10-25,8836.94,Cambio de talle/color
DEV0564,TX0020571,CLI03978,2023-04-22,96425.58,Cambio de talle/color
DEV0565,TX0042599,CLI03902,2024-01-09,55185.96,Producto defectuoso
DEV0566,TX0038694,,2023-02-27,8057.18,Cambio de talle/color
DEV0567,TX0018318,,2024-11-04,12353.43,Producto defectuoso
DEV0568,TX0031667,CLI05878,2025-02-05,16834.76,Error de compra
DEV0569,TX0022332,CLI00748,2025-09-13,9411.24,Producto dañado en envio
DEV0570,TX0035897,CLI03044,2024-03-10,17343.4,Error de compra
DEV0571,TX0027494,CLI04286,2023-06-02,12471.96,No cumplio expectativas
DEV0572,TX0018897,CLI03856,2022-12-20,53126.57,No cumplio expectativas
DEV0573,TX0012827,CLI05186,2025-03-26,16149.43,Cambio de talle/color
DEV0574,TX0007971,CLI01984,2024-05-31,41991.75,Producto defectuoso
DEV0575,TX0001054,CLI04612,2024-12-13,10874.86,No cumplio expectativas
DEV0576,TX0024132,CLI05048,2025-07-18,16910.94,No cumplio expectativas
DEV0577,TX0049872,,2025-01-22,9263.94,Producto defectuoso
DEV0578,TX0029720,CLI02397,2025-08-22,10523.08,No cumplio expectativas
DEV0579,TX0029829,,2023-11-20,67212.9,Cambio de talle/color
DEV0580,TX0026488,,2023-08-07,8306.12,Producto defectuoso
DEV0581,TX0014199,CLI01451,2023-01-31,10348.3,Error de compra
DEV0582,TX0024157,CLI05400,2022-12-04,18950.59,No cumplio expectativas
DEV0583,TX0019765,CLI05416,2025-03-29,23937.97,Error de compra
DEV0584,TX0019226,CLI02924,2024-01-23,13462.16,Error de compra
DEV0585,TX0048000,CLI02515,2025-01-17,26724.23,Producto dañado en envio
DEV0586,TX0012884,CLI00479,2024-07-08,38786.77,Producto dañado en envio
DEV0587,TX0015675,CLI04459,2024-04-18,60253.12,Error de compra
DEV0588,TX0032419,CLI05208,2022-07-16,5060.57,Producto dañado en envio
DEV0589,TX0040045,CLI00473,2023-08-15,61502.39,No cumplio expectativas
DEV0590,TX0039101,CLI04332,2023-12-21,17244.92,Producto dañado en envio
DEV0591,TX0042061,CLI01261,2024-06-10,16131.83,Error de compra
DEV0592,TX0041603,,2025-07-15,28728.9,Error de compra
DEV0593,TX0026546,CLI05928,2023-07-10,10805.8,Producto dañado en envio
DEV0594,TX0032837,CLI04338,2023-12-15,24307.64,No cumplio expectativas
DEV0595,TX0018738,,2024-12-29,12494.61,Error de compra
DEV0596,TX0005157,CLI00574,2023-12-06,31597.5,Cambio de talle/color
DEV0597,TX0047936,CLI02506,2024-10-05,13205.43,Producto dañado en envio
DEV0598,TX0041271,,2024-12-22,16939.35,Error de compra
DEV0599,TX0012366,,2023-11-05,26383.01,Error de compra
DEV0600,TX0014963,,2023-10-06,15209.82,No cumplio expectativas
DEV0601,TX0004173,CLI01045,2023-01-18,9151.87,Producto dañado en envio
DEV0602,TX0009093,,2025-01-14,54864.75,Producto defectuoso
DEV0603,TX0005023,CLI00046,2024-08-22,18874.68,Producto defectuoso
DEV0604,TX0000683,,2025-04-30,53821.4,No cumplio expectativas
DEV0605,TX0011337,CLI00086,2023-09-02,58148.59,Error de compra
DEV0606,TX0003267,CLI01371,2023-02-08,23925.15,Producto dañado en envio
DEV0607,TX0045602,,2024-12-04,22366.91,No cumplio expectativas
DEV0608,TX0029487,,2023-09-20,15005.58,Error de compra
DEV0609,TX0043111,,2022-12-16,18218.63,No cumplio expectativas
DEV0610,TX0017343,,2023-05-18,15597.0,Producto dañado en envio
DEV0611,TX0044862,,2025-07-27,18332.71,Error de compra
DEV0612,TX0022429,,2024-12-27,22373.43,No cumplio expectativas
DEV0613,TX0033118,CLI04529,2024-12-03,5098.43,Producto dañado en envio
