id_cliente,fecha_inscripcion,nivel,puntos_acumulados,puntos_canjeados,fecha_ultimo_movimiento
CLI02590,2022-05-03,Bronze,9106,2336,2023-06-04
CLI05009,2025-10-11,Bronze,6249,3528,2025-10-15
CLI05823,2025-04-19,Bronze,933,216,2025-05-10
CLI00588,2023-07-28,Bronze,2347,196,2023-09-02
CLI00626,2022-01-16,Bronze,42,9,
CLI02846,2023-08-14,Bronze,2212,1373,2025-11-12
CLI06047,2023-03-18,Bronze,2454,1290,
CLI01091,2025-01-01,Bronze,755,87,2025-05-21
CLI05197,2024-07-14,Bronze,6722,569,2025-09-29
CLI00736,2023-01-16,Bronze,193,147,2025-08-02
CLI04630,2025-07-15,Bronze,387,317,2025-12-18
CLI04384,2025-09-28,Bronze,4761,2436,2025-10-18
CLI04143,2024-03-05,Bronze,3627,2757,2025-10-12
CLI05667,2025-07-24,Bronze,1345,530,2025-08-10
CLI02411,2025-12-13,Bronze,4957,2237,2025-12-30
CLI03362,2025-04-02,Bronze,422,351,2025-04-16
CLI02536,2022-11-27,Bronze,5237,1719,
CLI01910,2024-11-22,Bronze,11123,7224,2025-03-15
CLI00337,2025-08-02,Silver,15831,2782,2025-12-04
CLI03296,2025-02-28,Bronze,9435,5154,2025-12-30
CLI03300,2024-06-05,Bronze,4492,598,2024-11-22
CLI03072,2022-01-25,Bronze,10194,7095,
CLI00280,2022-12-23,Bronze,1518,196,2024-01-09
CLI02942,2023-03-06,Silver,13273,8692,
CLI02207,2025-10-05,Bronze,4531,4019,2025-12-26
CLI03743,2022-09-20,Bronze,2923,966,2023-01-18
CLI00877,2024-03-28,Bronze,11196,2256,2025-08-13
CLI04554,2023-08-23,Bronze,5114,4023,2024-05-18
CLI03024,2024-06-15,Bronze,4811,142,2025-10-20
CLI03278,2022-04-14,Bronze,2543,3276,2023-07-26
CLI05880,2023-12-24,Bronze,433,378,2024-07-05
CLI00139,2025-11-27,Bronze,1599,761,2025-12-02
CLI02701,2023-06-29,Bronze,3101,2215,2024-02-29
CLI00505,2024-09-02,Bronze,443,225,2025-05-13
CLI03379,2023-04-12,Bronze,827,536,
CLI04127,2024-07-27,Bronze,5790,254,2025-08-01
CLI05095,2025-07-16,Bronze,1895,528,2025-10-07
CLI01147,2025-04-08,Bronze,3720,987,2025-06-18
CLI00914,2025-04-20,Silver,13703,952,2025-06-13
CLI05090,2024-05-21,Bronze,9559,3506,2025-12-22
CLI01901,2024-11-08,Bronze,3985,1286,2024-12-02
CLI00121,2023-07-23,Bronze,4880,3210,2023-08-07
CLI00388,2023-10-17,Bronze,2109,1710,2025-01-18
CLI02437,2024-09-28,Bronze,1311,303,2025-01-30
CLI02818,2025-03-17,Bronze,607,288,2025-12-20
CLI05327,2023-10-28,Bronze,4266,1504,2023-12-19
CLI03857,2025-06-02,Bronze,687,45,2025-06-23
CLI02704,2022-06-28,Bronze,2772,2473,
CLI04675,2022-02-14,Bronze,394,13,2022-11-22
CLI02272,2022-07-25,Bronze,5941,3499,2024-11-08
CLI02752,2022-12-24,Bronze,1723,588,2023-12-02
CLI01536,2022-02-28,Bronze,1975,678,2023-05-23
CLI05143,2024-09-05,Bronze,6165,2991,2025-09-03
CLI02092,2024-12-28,Bronze,948,701,2025-01-24
CLI05212,2023-11-08,Bronze,333,98,2025-04-25
CLI03284,2022-09-18,Bronze,1973,1553,2023-12-01
CLI04549,2024-09-18,Bronze,1928,2166,2025-04-17
CLI02676,2022-10-04,Bronze,11150,3588,2024-04-25
CLI00148,2025-06-22,Bronze,976,517,2025-11-09
CLI03066,2024-09-23,Bronze,1343,943,2025-04-07
CLI01228,2022-03-02,Bronze,4599,2158,
CLI02126,2022-11-07,Bronze,2718,3354,2022-12-08
CLI03814,2022-10-12,Bronze,449,375,2025-11-29
CLI01842,2024-11-22,Bronze,3191,67,2025-05-18
CLI04123,2023-12-08,Bronze,7142,8972,2024-01-25
CLI00036,2023-03-29,Bronze,10423,5065,2023-06-18
CLI00632,2025-10-19,Bronze,1747,596,2025-12-29
CLI05683,2024-01-01,Bronze,2316,1209,2025-04-21
CLI03187,2025-09-03,Bronze,1931,284,2025-11-20
CLI05341,2022-05-29,Bronze,5813,4440,2025-02-16
CLI00729,2022-03-06,Bronze,5383,2651,
CLI05046,2024-08-05,Bronze,6457,1635,2024-09-29
CLI02159,2023-01-27,Bronze,8955,6451,2024-11-09
CLI01764,2023-11-17,Silver,14166,5444,2024-06-20
CLI02799,2022-05-15,Bronze,7371,6114,2024-06-02
CLI02656,2023-05-19,Bronze,988,465,
CLI00454,2025-05-28,Bronze,604,62,2025-12-29
CLI04034,2023-07-26,Bronze,620,189,2024-04-06
CLI02923,2025-01-14,Bronze,271,75,2025-12-10
CLI05108,2025-09-28,Silver,12771,5785,2025-11-21
CLI02831,2022-10-26,Bronze,6607,1511,2023-10-20
CLI01059,2022-03-07,Bronze,665,253,2022-03-10
CLI03749,2024-09-20,Bronze,9743,660,2025-08-25
CLI01585,2025-09-20,Bronze,2368,919,2025-10-15
CLI04096,2024-12-08,Bronze,4847,1070,2025-03-09
CLI02990,2024-02-10,Bronze,2993,2061,2025-12-13
CLI01880,2024-08-14,Bronze,8169,7283,2024-12-07
CLI03671,2025-06-12,Bronze,3955,606,2025-07-20
CLI02541,2022-03-08,Bronze,1355,774,2023-08-20
CLI02406,2023-03-20,Bronze,5157,1583,
CLI02387,2023-06-21,Bronze,642,37,2025-11-27
CLI01330,2024-09-17,Bronze,4450,2090,2025-06-30
CLI01548,2022-10-03,Bronze,3300,2485,2024-11-05
CLI05742,2022-12-16,Bronze,1818,2067,2023-09-27
CLI00449,2024-09-28,Bronze,2685,263,2025-09-30
CLI00208,2022-03-14,Bronze,9003,3987,
CLI04763,2023-01-05,Bronze,5942,1844,2023-02-25
CLI04196,2023-11-30,Bronze,433,131,2024-07-18
CLI05393,2025-02-01,Bronze,2039,408,2025-03-05
CLI00982,2025-06-19,Bronze,8259,4033,2025-06-20
CLI04798,2025-06-11,Bronze,6102,148,2025-09-04
CLI04541,2022-02-25,Bronze,8888,1881,
CLI05546,2022-06-13,Bronze,1739,1055,
CLI00933,2025-04-20,Silver,12618,2055,2025-10-29
CLI01311,2024-07-21,Silver,23671,11464,2025-11-05
CLI00086,2025-05-13,Bronze,507,239,2025-06-08
CLI05871,2025-08-05,Bronze,7400,1478,2025-12-16
CLI03723,2022-08-18,Bronze,1925,1433,2025-10-18
CLI04330,2024-04-07,Bronze,1135,431,2024-09-30
CLI03330,2025-12-27,Bronze,6576,35,2025-12-29
CLI04715,2025-11-22,Bronze,4633,473,2025-12-20
CLI03085,2024-05-02,Bronze,2888,1720,2025-08-25
CLI01529,2025-03-28,Bronze,8849,4244,2025-11-01
CLI00801,2024-09-17,Bronze,9872,3392,2025-05-06
CLI03195,2024-04-16,Bronze,8136,5527,2025-08-01
CLI02785,2022-05-16,Bronze,7024,6106,2025-04-29
CLI04767,2022-02-28,Bronze,120,101,2022-03-10
CLI04683,2025-08-28,Bronze,426,236,2025-12-28
CLI02194,2024-03-18,Bronze,2506,1169,2025-08-25
CLI01389,2025-11-17,Bronze,1785,216,2025-12-02
CLI03839,2023-08-25,Bronze,582,12,2024-12-06
CLI05889,2024-02-04,Bronze,5691,3678,2025-06-29
CLI04052,2025-09-13,Bronze,5080,1784,2025-09-30
CLI03391,2023-08-07,Bronze,11911,5309,2024-01-26
CLI03325,2022-01-15,Silver,17763,398,2022-08-07
CLI04690,2024-11-06,Bronze,9475,420,2025-02-23
CLI03867,2023-08-18,Bronze,6045,2093,2024-02-27
CLI02259,2023-01-15,Bronze,2483,245,
CLI05853,2023-04-04,Bronze,514,151,
CLI05200,2022-03-13,Bronze,3480,1633,2024-01-01
CLI05965,2022-09-28,Silver,12759,2631,
CLI00724,2024-03-09,Bronze,1134,712,2024-04-09
CLI04001,2025-12-04,Bronze,4406,1018,2025-12-09
CLI05260,2025-03-08,Bronze,2643,2100,2025-12-30
CLI03648,2024-06-13,Bronze,6646,5350,2024-11-06
CLI01998,2024-10-11,Bronze,3846,1166,2025-12-06
CLI03836,2023-10-20,Bronze,249,212,2024-11-15
CLI05979,2025-10-25,Bronze,3105,110,2025-12-04
CLI02475,2025-10-31,Bronze,2971,128,2025-12-25
CLI01410,2023-10-15,Bronze,2704,547,2024-10-05
CLI00315,2025-03-06,Bronze,4931,3447,2025-12-09
CLI05642,2024-10-05,Bronze,1772,131,2025-07-15
CLI04465,2025-05-06,Bronze,4099,1924,2025-12-31
CLI01684,2025-09-26,Bronze,2132,1792,2025-11-18
CLI05405,2022-08-11,Bronze,2235,344,
CLI05297,2023-07-24,Bronze,2260,833,2025-02-19
CLI00005,2025-10-29,Bronze,3861,153,2025-11-14
CLI00767,2025-03-23,Bronze,518,283,2025-05-13
CLI02547,2025-12-21,Bronze,4529,5389,2025-12-31
CLI05960,2022-03-09,Bronze,1062,906,2024-01-14
CLI02826,2025-02-06,Bronze,5036,1096,2025-04-17
CLI03666,2023-07-04,Bronze,5481,969,2024-03-05
CLI00623,2024-09-03,Bronze,583,509,2025-02-06
CLI00027,2025-03-23,Bronze,10008,363,2025-06-30
CLI01635,2024-01-10,Bronze,514,104,2025-06-08
CLI04888,2025-02-23,Bronze,2579,1460,2025-04-07
CLI05825,2023-03-16,Bronze,2654,1367,
CLI05126,2023-09-18,Bronze,235,196,2024-02-06
CLI06036,2023-10-09,Bronze,7946,802,2025-09-30
CLI05533,2023-07-05,Bronze,68,48,2025-08-30
CLI03506,2023-05-09,Bronze,597,325,2023-09-30
CLI01874,2025-02-26,Bronze,3183,1661,2025-10-11
CLI01210,2023-04-02,Bronze,5197,1659,
CLI02237,2022-08-22,Bronze,3144,788,
CLI02736,2022-04-13,Silver,15864,3127,2025-07-03
CLI01269,2025-04-04,Bronze,3222,974,2025-12-03
CLI02424,2024-05-02,Silver,18629,5048,2024-06-09
CLI02444,2025-10-31,Bronze,942,525,2025-12-12
CLI04069,2025-10-17,Bronze,4147,1946,2025-10-26
CLI01975,2025-02-17,Bronze,2937,2229,2025-08-16
CLI02288,2022-12-16,Bronze,2446,952,2025-06-04
CLI02644,2024-09-07,Bronze,2333,2769,2025-09-27
CLI05699,2023-05-29,Bronze,5860,2748,2025-09-06
CLI02164,2023-06-15,Bronze,66,56,2024-12-29
CLI03627,2025-04-14,Bronze,1417,780,2025-10-06
CLI01826,2024-04-25,Bronze,3880,1961,2024-07-21
CLI04065,2024-05-08,Bronze,2348,1681,2025-02-05
CLI01779,2025-04-11,Bronze,1791,1505,2025-06-09
CLI03992,2023-04-16,Bronze,7371,5600,2025-08-26
CLI00384,2023-01-15,Bronze,5941,3602,2023-12-13
CLI00513,2022-11-09,Bronze,7928,6326,2023-10-05
CLI02479,2024-05-13,Bronze,4912,882,2024-12-15
CLI01086,2025-12-01,Bronze,1816,371,2025-12-19
CLI00700,2023-06-12,Bronze,6199,2195,2025-07-06
CLI01335,2023-10-17,Bronze,8434,2344,2025-05-30
CLI04440,2024-11-24,Bronze,2103,756,2025-08-15
CLI01884,2022-09-17,Bronze,3841,462,2024-05-02
CLI03923,2022-11-26,Bronze,6606,4206,2025-12-01
CLI04870,2022-07-07,Bronze,2968,652,2024-10-08
CLI01484,2024-06-06,Bronze,1968,490,2024-06-13
CLI01556,2024-03-27,Bronze,4471,3580,2024-04-10
CLI05932,2023-04-21,Silver,20161,2965,
CLI04294,2022-07-10,Bronze,6410,259,
CLI04179,2022-02-24,Bronze,1097,468,2025-03-15
CLI00761,2025-11-11,Bronze,7064,5690,2025-12-27
CLI00771,2022-11-28,Bronze,633,316,2022-12-10
CLI02131,2024-08-23,Bronze,5390,4415,2025-10-18
CLI03667,2025-10-18,Bronze,3939,3277,2025-12-09
CLI04417,2022-02-10,Bronze,3638,1040,
CLI05657,2025-08-14,Bronze,5309,2391,2025-08-24
CLI05784,2023-08-11,Bronze,5239,1304,2024-08-11
CLI01115,2022-07-26,Bronze,1575,718,2025-05-15
CLI02200,2023-05-31,Silver,13080,1805,2025-02-03
CLI00799,2022-07-08,Bronze,41,5,2023-10-02
CLI05215,2025-02-14,Bronze,1026,519,2025-09-26
CLI03709,2024-12-13,Bronze,4256,638,2024-12-19
CLI03400,2023-05-21,Bronze,5233,3356,2023-11-09
CLI04157,2023-09-03,Bronze,627,38,2025-01-12
CLI00681,2022-08-30,Bronze,6256,806,2025-11-27
CLI02278,2023-04-26,Bronze,5526,2980,2023-07-16
CLI03279,2023-05-12,Bronze,1450,741,2023-08-27
CLI01647,2023-05-02,Bronze,3505,1793,2025-09-19
CLI00343,2025-02-15,Bronze,10226,918,2025-04-06
CLI05176,2023-08-05,Bronze,937,792,2023-11-25
CLI02290,2025-08-13,Bronze,3513,1123,2025-10-15
CLI05839,2025-08-29,Bronze,978,5,2025-12-02
CLI03004,2022-11-15,Bronze,1509,435,2024-08-24
CLI00141,2022-08-16,Bronze,102,62,
CLI05644,2023-08-30,Bronze,8562,2784,2024-12-16
CLI02143,2022-02-23,Bronze,2467,97,2025-03-03
CLI02867,2022-11-22,Silver,13002,5604,2025-05-17
CLI00228,2025-01-24,Bronze,11385,3099,2025-12-11
CLI05907,2025-12-19,Bronze,935,217,2025-12-31
CLI02974,2022-09-10,Bronze,252,95,2023-06-22
CLI04458,2025-11-19,Bronze,3637,2139,2025-12-14
CLI05518,2024-11-21,Bronze,1197,441,2025-09-02
CLI04460,2023-12-07,Bronze,3370,782,2025-08-18
CLI00164,2025-06-05,Bronze,3245,2854,2025-10-20
CLI02987,2024-01-25,Bronze,5654,4739,2024-12-01
CLI01972,2023-11-22,Bronze,58,29,2024-05-19
CLI03862,2024-05-16,Bronze,121,11,2024-12-26
CLI05205,2023-06-28,Bronze,6993,2927,2025-06-30
CLI05330,2023-05-05,Bronze,7678,2134,
CLI03891,2022-02-03,Bronze,9863,2588,2023-06-27
CLI02291,2024-07-25,Bronze,8281,959,2024-09-15
CLI04250,2024-12-31,Bronze,957,384,2025-11-01
CLI01941,2025-04-24,Silver,15217,12271,2025-12-04
CLI01669,2024-02-10,Bronze,5835,1873,2024-12-28
CLI00428,2025-05-16,Bronze,2166,1491,2025-08-12
CLI03587,2023-03-01,Bronze,2239,890,
CLI00450,2025-07-08,Silver,17417,4708,2025-09-05
CLI01282,2024-02-03,Bronze,1719,1420,2025-12-23
CLI03706,2025-02-12,Bronze,6275,2873,2025-02-22
CLI01691,2025-10-29,Bronze,4996,418,2025-11-18
CLI02268,2023-05-02,Bronze,3783,2285,
CLI00314,2023-02-20,Bronze,9013,1053,2024-07-20
CLI04102,2022-03-12,Bronze,1246,198,2024-03-05
CLI04878,2025-12-14,Bronze,4016,3014,2025-12-27
CLI00370,2025-09-14,Bronze,883,270,2025-12-26
CLI01437,2024-07-30,Bronze,1229,933,2025-06-22
CLI03523,2023-07-29,Bronze,3748,3210,2025-03-15
CLI05208,2025-11-08,Bronze,432,303,2025-12-29
CLI00665,2024-03-05,Bronze,11321,7210,2025-02-06
CLI05582,2024-03-13,Bronze,658,64,2025-03-09
CLI05879,2024-10-06,Bronze,264,115,2025-03-25
CLI02036,2023-10-27,Bronze,1096,655,2024-02-03
CLI04782,2023-09-08,Silver,20101,2457,2023-10-26
CLI02390,2025-01-03,Bronze,3686,184,2025-02-02
CLI02548,2024-06-10,Bronze,3568,2272,2024-10-25
CLI02905,2023-11-17,Bronze,3691,1235,2025-01-19
CLI04254,2022-07-23,Bronze,1586,409,2022-08-07
CLI04599,2025-09-16,Bronze,1525,92,2025-10-14
CLI01833,2024-07-19,Bronze,299,51,2025-06-03
CLI00679,2022-11-20,Bronze,4538,974,2023-07-19
CLI00127,2025-10-16,Silver,13150,4806,2025-11-27
CLI04553,2024-07-22,Silver,14835,760,2024-12-09
CLI03813,2022-08-03,Bronze,2071,104,
CLI02874,2022-11-26,Bronze,8361,4577,
CLI02317,2023-01-05,Bronze,833,363,
CLI01748,2024-08-08,Bronze,3,0,2025-03-02
CLI04233,2022-11-01,Bronze,1378,472,2022-12-01
CLI04877,2025-07-30,Bronze,7501,1859,2025-09-19
CLI01848,2022-02-09,Bronze,1694,589,2025-03-28
CLI00371,2022-11-27,Bronze,3204,187,2025-01-19
CLI02854,2025-10-30,Bronze,4939,1102,2025-11-02
CLI03493,2022-11-12,Bronze,7047,5621,2024-08-27
CLI01273,2025-03-03,Bronze,2747,2377,2025-04-20
CLI00286,2025-09-14,Bronze,3028,3884,2025-12-01
CLI00096,2024-10-05,Bronze,1565,1294,2025-07-31
CLI01171,2025-10-26,Bronze,1958,1523,2025-11-28
CLI05838,2024-07-12,Bronze,856,224,2024-07-18
CLI01707,2022-07-26,Bronze,2441,499,
CLI01229,2025-10-20,Bronze,576,291,2025-11-30
CLI05716,2024-10-04,Bronze,1963,203,2025-09-17
CLI01342,2024-07-12,Bronze,6112,2527,2025-05-02
CLI00172,2024-12-20,Bronze,8368,1206,2025-06-02
CLI03322,2024-08-12,Bronze,2754,2379,2025-03-13
CLI03402,2022-05-12,Bronze,7646,4809,2023-07-03
CLI01004,2025-10-12,Bronze,5873,707,2025-11-23
CLI02633,2022-11-01,Bronze,134,68,
CLI05414,2025-06-28,Bronze,2601,251,2025-07-25
CLI01391,2025-07-26,Bronze,1000,617,2025-12-29
CLI05596,2024-02-01,Bronze,682,79,2024-09-07
CLI05734,2022-12-28,Bronze,2458,58,
CLI00251,2025-09-24,Bronze,2746,3713,2025-11-24
CLI02380,2025-03-13,Bronze,7373,1573,2025-04-30
CLI06041,2025-08-26,Bronze,180,73,2025-12-03
CLI02763,2023-06-02,Bronze,5824,700,2025-01-31
CLI00049,2024-08-31,Bronze,446,184,2024-11-11
CLI00112,2022-05-01,Bronze,7445,2784,2025-09-06
CLI03468,2023-05-30,Bronze,1989,341,
CLI00951,2022-06-09,Bronze,3447,694,2023-03-07
CLI00194,2022-05-07,Bronze,8439,6148,2023-10-23
CLI02567,2024-03-21,Bronze,10064,8105,2024-10-28
CLI00613,2025-11-09,Bronze,1342,903,2025-12-01
CLI02332,2022-12-16,Bronze,1814,666,2023-09-02
CLI02726,2023-11-08,Bronze,291,98,2025-08-08
CLI00153,2022-02-02,Bronze,1382,515,2025-12-03
CLI00110,2023-03-11,Bronze,972,167,
CLI02191,2023-09-05,Bronze,1408,1058,2025-01-26
CLI00673,2023-09-03,Bronze,9312,1322,2025-07-09
CLI05878,2024-04-27,Bronze,3417,1354,2025-01-19
CLI05161,2023-08-01,Silver,15088,6929,2023-11-19
CLI05928,2023-04-13,Silver,14657,10877,2024-06-12
CLI05413,2023-01-21,Bronze,4579,1771,2023-07-31
CLI02503,2024-04-10,Bronze,2886,1648,2025-06-20
CLI03045,2025-12-27,Bronze,1950,1383,2025-12-30
CLI05076,2025-09-01,Bronze,6694,3403,2025-10-26
CLI02767,2023-03-05,Bronze,3706,602,
CLI04255,2024-11-17,Bronze,3964,3259,2024-11-29
CLI01309,2022-08-26,Bronze,3291,1889,2022-11-07
CLI01158,2023-06-14,Bronze,3543,1093,2024-11-14
CLI05963,2023-07-19,Bronze,7540,3010,2024-09-08
CLI03031,2024-06-30,Bronze,131,153,2025-07-15
CLI03783,2025-12-30,Bronze,523,31,2025-12-31
CLI04155,2025-12-26,Bronze,1534,780,2025-12-28
CLI03385,2025-03-05,Bronze,62,32,2025-12-03
CLI02083,2023-06-01,Bronze,2557,1382,2024-11-22
CLI04311,2022-10-28,Bronze,831,128,2025-03-04
CLI02502,2022-11-06,Bronze,7517,3530,2023-09-05
CLI05378,2022-07-02,Bronze,559,45,2024-09-05
CLI05210,2024-02-26,Bronze,987,864,2025-11-13
CLI03376,2023-09-03,Bronze,4148,2482,2024-11-27
CLI02168,2025-07-07,Bronze,1728,323,2025-07-21
CLI05511,2023-12-31,Bronze,11365,7961,2025-11-01
CLI01592,2022-12-12,Bronze,1132,407,2023-10-26
CLI03632,2024-04-29,Bronze,2020,708,2024-07-02
CLI00883,2022-11-04,Bronze,416,69,2022-12-06
CLI03793,2024-03-26,Bronze,5682,1286,2025-12-19
CLI00568,2022-06-29,Bronze,3181,862,
CLI02659,2023-12-31,Bronze,1951,87,2024-12-07
CLI04565,2024-11-09,Bronze,1255,738,2025-09-20
CLI03692,2022-09-18,Bronze,2891,32,2023-09-30
CLI05359,2023-08-01,Bronze,1889,87,2024-05-04
CLI02944,2022-05-25,Bronze,10978,2180,
CLI03488,2025-08-12,Bronze,920,470,2025-09-07
CLI00316,2022-09-29,Bronze,4208,2037,2025-09-04
CLI01422,2023-12-02,Bronze,4966,570,2025-01-28
CLI04766,2024-05-28,Silver,25636,5837,2024-10-14
CLI02265,2025-06-25,Bronze,336,291,2025-12-16
CLI03144,2024-11-08,Bronze,1068,903,2025-12-01
CLI04949,2025-10-07,Bronze,6630,5806,2025-12-14
CLI04064,2022-12-04,Bronze,676,444,2023-08-05
CLI01770,2025-06-05,Bronze,1125,619,2025-12-07
CLI05794,2024-04-03,Bronze,6878,528,2025-05-13
CLI01796,2023-10-03,Bronze,3191,839,2024-10-28
CLI05490,2023-01-08,Bronze,2379,1863,
CLI01142,2024-06-16,Bronze,7262,3463,2025-05-05
CLI05942,2025-10-15,Bronze,2736,2236,2025-12-15
CLI02605,2022-04-06,Bronze,4824,367,2024-01-04
CLI05895,2024-07-24,Bronze,828,42,2025-01-09
CLI01982,2022-06-05,Bronze,3680,3105,
CLI03378,2022-01-27,Bronze,1109,80,
CLI03619,2023-01-08,Bronze,6440,4527,2024-03-17
CLI02687,2024-08-01,Bronze,468,358,2024-11-14
CLI02983,2024-04-18,Bronze,148,76,2025-10-06
CLI00930,2022-05-01,Bronze,1831,755,2022-12-07
CLI00749,2023-07-10,Bronze,4295,3313,2024-02-15
CLI01727,2023-08-26,Bronze,4763,3974,2024-10-04
CLI00624,2025-03-08,Bronze,445,258,2025-03-26
CLI05753,2024-04-10,Bronze,3182,889,2025-05-12
CLI05050,2023-03-20,Bronze,6323,3741,2023-04-08
CLI04101,2024-08-11,Bronze,1654,921,2025-10-04
CLI04548,2025-12-10,Bronze,284,210,2025-12-22
CLI01058,2024-08-21,Bronze,3406,1509,2024-10-07
CLI01065,2024-07-15,Bronze,893,279,2025-08-03
CLI02389,2025-08-20,Bronze,103,56,2025-12-17
CLI03573,2023-04-23,Bronze,6282,1143,
CLI05186,2024-11-18,Bronze,2137,1613,2025-01-11
CLI01991,2022-04-05,Bronze,434,29,
CLI03231,2024-03-22,Bronze,3714,2871,2025-08-24
CLI02298,2023-03-20,Bronze,3761,419,2024-11-19
CLI00480,2022-03-27,Bronze,6467,4378,2025-12-28
CLI00230,2025-12-19,Bronze,1996,945,2025-12-22
CLI02205,2024-03-14,Bronze,1886,1018,2025-05-05
CLI02227,2024-11-08,Bronze,519,305,2025-05-17
CLI02377,2025-03-13,Bronze,4989,2391,2025-06-12
CLI01755,2024-11-16,Bronze,5470,873,2025-03-15
CLI04288,2024-02-19,Bronze,2704,2154,2025-08-22
CLI03956,2024-08-26,Silver,12960,8442,2025-03-12
CLI02013,2024-10-08,Bronze,610,343,2025-07-26
CLI04140,2022-02-02,Bronze,3658,2722,2023-12-31
CLI01230,2025-10-21,Bronze,3707,1542,2025-12-25
CLI03237,2024-06-13,Bronze,589,206,2025-01-28
CLI03384,2024-06-18,Silver,19273,10147,2025-06-15
CLI01543,2022-08-10,Bronze,5947,1438,2025-07-01
CLI00595,2023-02-22,Bronze,10269,6702,2024-02-04
CLI02204,2025-12-05,Bronze,1670,636,2025-12-08
CLI04269,2022-03-13,Bronze,1717,19,
CLI02951,2024-02-22,Bronze,7245,4901,2024-11-11
CLI02254,2025-01-02,Bronze,9,3,2025-11-09
CLI02495,2023-11-01,Bronze,9741,6047,2025-12-03
CLI01515,2022-10-30,Bronze,760,221,2025-05-01
CLI05550,2025-04-04,Bronze,10454,9115,2025-05-10
CLI01630,2025-10-09,Bronze,6958,1384,2025-12-29
CLI05238,2024-01-13,Bronze,5632,1159,2024-05-21
CLI05639,2025-11-24,Bronze,6193,5,2025-11-25
CLI03499,2022-12-23,Bronze,8042,2009,2023-10-06
CLI01344,2025-04-16,Bronze,6384,2719,2025-10-30
CLI03310,2025-09-01,Bronze,7323,4556,2025-09-23
CLI03861,2022-08-25,Bronze,3754,2069,
CLI00800,2022-12-19,Bronze,4357,861,2023-11-16
CLI00281,2023-02-04,Bronze,2585,840,2025-09-01
CLI05633,2023-07-22,Bronze,1200,1072,2023-08-10
CLI00732,2024-11-22,Bronze,4465,2123,2025-04-28
CLI05903,2025-02-25,Bronze,407,193,2025-05-19
CLI05069,2024-02-04,Bronze,11978,431,2025-12-23
CLI04946,2023-05-11,Bronze,5731,3638,2024-05-28
CLI04634,2023-03-08,Bronze,3493,3014,2023-06-20
CLI01130,2025-07-12,Bronze,7293,883,2025-09-29
CLI01678,2022-04-13,Bronze,1009,149,2024-05-04
CLI04192,2022-09-10,Bronze,799,164,2024-11-01
CLI05356,2024-03-11,Silver,12699,7212,2025-12-29
CLI03308,2023-10-14,Bronze,6863,386,2024-06-11
CLI02454,2024-03-12,Bronze,3072,1459,2025-01-06
CLI02266,2024-01-02,Bronze,438,295,2025-01-17
CLI00181,2025-01-29,Bronze,5348,2911,2025-06-24
CLI00025,2024-03-26,Silver,13746,11677,2025-12-01
CLI04389,2024-06-06,Bronze,88,35,2025-06-04
CLI01507,2023-07-13,Bronze,7651,6256,2025-12-24
CLI05381,2024-08-03,Bronze,7310,3567,2025-12-07
CLI05446,2025-05-16,Bronze,11150,1249,2025-12-11
CLI02282,2022-05-18,Silver,15374,11871,2025-01-17
CLI04534,2024-08-04,Bronze,248,19,2024-09-29
CLI00432,2024-09-14,Bronze,4529,5821,2025-11-05
CLI02851,2025-08-09,Bronze,3127,1456,2025-10-22
CLI00570,2022-08-04,Bronze,925,529,2023-11-10
CLI01819,2022-03-03,Bronze,2263,1876,
CLI05070,2022-06-26,Bronze,1597,1154,
CLI04814,2023-08-25,Bronze,8958,7199,2024-11-12
CLI03939,2022-07-15,Bronze,3476,427,2023-04-15
CLI05534,2023-04-17,Bronze,1801,906,
CLI02647,2025-02-14,Bronze,4041,2865,2025-05-18
CLI03807,2022-10-26,Bronze,2125,1812,2022-11-30
CLI04537,2025-05-13,Bronze,3710,2757,2025-06-29
CLI04829,2023-09-16,Bronze,5988,3730,2025-06-26
CLI01366,2025-08-18,Bronze,11908,207,2025-12-14
CLI04930,2022-03-25,Bronze,1025,195,2023-02-06
CLI02303,2022-11-26,Bronze,279,184,2025-11-04
CLI03127,2025-11-17,Bronze,4016,359,2025-12-30
CLI03967,2022-08-25,Bronze,9889,8315,2025-05-10
CLI04629,2022-09-13,Bronze,1891,1680,2024-03-31
CLI01967,2025-08-19,Bronze,7350,3598,2025-09-03
CLI03352,2024-11-21,Bronze,10518,7797,2025-07-04
CLI02991,2024-08-02,Bronze,2828,228,2024-08-09
CLI05098,2023-07-18,Bronze,907,719,2023-08-27
CLI00133,2023-07-10,Bronze,956,105,2024-05-17
CLI02739,2025-03-24,Bronze,1099,559,2025-12-07
CLI05223,2023-03-16,Bronze,3315,826,2025-12-13
CLI05588,2024-09-30,Bronze,394,206,2025-11-09
CLI01802,2022-10-13,Bronze,10758,1237,
CLI05961,2025-01-31,Bronze,559,40,2025-10-20
CLI00265,2025-02-22,Bronze,2487,2123,2025-12-13
CLI01097,2024-02-16,Bronze,10904,5868,2024-05-08
CLI01702,2022-06-16,Bronze,396,10,2022-09-25
CLI04567,2025-02-07,Bronze,4368,3679,2025-04-01
CLI01985,2025-12-22,Bronze,4608,2989,2025-12-27
CLI05662,2025-02-19,Bronze,4343,1396,2025-10-30
CLI05306,2022-04-09,Bronze,3493,2955,
CLI05809,2025-09-04,Bronze,589,180,2025-10-20
CLI03417,2025-10-17,Bronze,7157,1172,2025-10-24
