id_transaccion,fecha,id_tienda,canal,id_cliente,categoria,monto_neto,unidades,medio_pago
TX0002262,2023-02-01,,Online,CLI00723,Organizacion,9628.61,2,Efectivo
TX0010013,2024-12-10,,E-commerce,CLI01620,Organizacion,14503.96,2,Tarjeta debito
TX0011978,2024-03-22,T10,Tienda,CLI00987,Baño,9599.39,1,Billetera virtual
TX0009244,2025-01-02,T15,Tienda,,Decoracion,9020.69,3,Billetera virtual
TX0034548,2023-04-28,,Online,CLI03240,Decoracion,-12434.3,5,Efectivo
TX0040848,2023-11-13,,Online,CLI04035,Cocina y mesa,9583.88,1,Efectivo
TX0042498,2025-09-03,T06,Tienda,CLI00396,Cocina y mesa,8602.69,2,Tarjeta credito
TX0039331,2025-05-03,,Online,,Cocina y mesa,16894.82,3,Tarjeta credito
TX0030704,2024-11-30,,Online,CLI04614,Textil hogar,23714.4,2,Tarjeta credito
TX0032904,2024-12-09,T12,Tienda,CLI05076,Textil hogar,19500.25,1,Efectivo
TX0030823,2025-07-07,T06,Tienda,,Cocina y mesa,15355.56,2,Billetera virtual
TX0011229,2025-02-04,,Online,CLI00817,Cocina y mesa,9839.63,2,Tarjeta credito
TX0026909,2022-10-30,T20,tienda,,Textil hogar,9826.21,1,Tarjeta credito
TX0029342,2022-11-27,T23,Tienda,CLI02018,Cocina y mesa,12034.33,4,Tarjeta credito
TX0036880,2024-09-26,,Online,CLI03023,Cocina y mesa,11402.82,1,Billetera virtual
TX0028722,2022-12-02,T05,Tienda,,Decoracion,45615.01,1,Efectivo
TX0014398,2023-10-30,T26,Tienda,CLI00947,Muebles,59258.57,1,Tarjeta debito
TX0023453,2024-10-21,,Online,CLI04185,Cocina y mesa,9570.89,2,Tarjeta debito
TX0040621,2022-09-21,T26,Tienda,CLI01312,Textil hogar,18008.4,2,Billetera virtual
TX0022252,2023-11-01,T08,Tienda,,Decoracion,24755.19,1,Efectivo
TX0009955,2023-08-22,T08,tienda,,Organizacion,6758.9,1,Tarjeta credito
TX0041300,2023-03-02,T15,Tienda,,Organizacion,10466.42,1,Efectivo
TX0046400,2024-03-15,T18,Tienda,,Decoracion,28226.52,2,Tarjeta debito
TX0007107,2024-06-13,T08,Tienda,CLI02044,Cocina y mesa,13218.89,2,Tarjeta credito
TX0024415,2022-12-27,T24,Tienda,,Decoracion,38539.17,1,Billetera virtual
TX0018362,2023-12-09,T15,Tienda,CLI02578,Decoracion,30110.02,1,Efectivo
TX0011791,2024-01-29,,Online,,Cocina y mesa,11326.11,1,Efectivo
TX0027919,2023-08-03,,Online,CLI05119,Iluminacion,22531.86,2,Tarjeta credito
TX0047323,2025-08-21,T21,tienda,CLI05114,Textil hogar,18600.03,1,Tarjeta debito
TX0020335,2025-04-23,,Online,CLI00885,Organizacion,5778.99,2,Tarjeta credito
TX0028311,2023-03-14,T09,Tienda,CLI05935,Textil hogar,9600.61,4,Efectivo
TX0031340,2022-09-24,,Online,CLI00921,Decoracion,19194.68,1,Efectivo
TX0026519,2023-12-23,T04,Tienda,,Muebles,57400.83,4,Tarjeta debito
TX0009759,2022-07-04,,Online,CLI04300,Decoracion,24982.31,7,Tarjeta credito
TX0025189,2023-08-03,T03,Tienda,CLI01462,Decoracion,16478.67,2,Tarjeta credito
TX0046982,2023-04-10,,Online,CLI01637,Cocina y mesa,11785.93,5,Billetera virtual
TX0022007,2024-07-10,,Online,,Textil hogar,9089.71,5,Tarjeta credito
TX0031519,2024-09-19,,Online,,Muebles,69577.35,1,Tarjeta credito
TX0013993,2022-12-31,,Online,,Organizacion,14378.66,2,Tarjeta credito
TX0005835,2025-09-28,T07,Tienda,,Cocina y mesa,17118.34,1,Efectivo
TX0045023,2022-07-13,,Online,CLI00942,Iluminacion,17639.77,4,Tarjeta debito
TX0002303,2023-12-03,,Online,CLI03423,Muebles,70321.13,2,Tarjeta credito
TX0026112,2025-03-15,T27,Tienda,CLI02188,Decoracion,17800.76,2,Tarjeta debito
TX0038951,2024-02-21,,Online,,Textil hogar,18003.32,1,Efectivo
TX0035606,2024-04-19,,Online,CLI01576,Organizacion,8687.71,1,Billetera virtual
TX0046900,2023-07-04,T20,Tienda,CLI04053,Organizacion,6622.84,1,Tarjeta debito
TX0048501,2024-07-10,T05,Tienda,,Decoracion,27910.93,1,Tarjeta credito
TX0043665,2022-09-21,T26,Tienda,CLI02324,Organizacion,6869.41,1,Efectivo
TX0036824,2023-05-18,T07,Tienda,CLI03637,Decoracion,14395.19,1,Tarjeta credito
TX0021807,2024-01-25,T14,Tienda,,Organizacion,9645.23,1,Efectivo
TX0002987,2023-08-07,,Online,CLI04174,Iluminacion,19440.26,3,Billetera virtual
TX0017286,2024-12-23,,Online,,Decoracion,27565.86,1,Efectivo
TX0014936,2024-12-22,T27,Tienda,,Decoracion,33652.86,2,Efectivo
TX0006388,2024-06-03,,Online,,Decoracion,26002.71,1,Tarjeta debito
TX0031584,2023-02-03,T10,Tienda,,Organizacion,3358.9,2,Tarjeta credito
TX0016179,2025-07-22,,Online,,Decoracion,22898.53,1,Billetera virtual
TX0044357,2023-05-17,,Online,,Cocina y mesa,12250.21,2,Efectivo
TX0024322,2023-10-05,T24,Tienda,,Decoracion,27710.64,3,Billetera virtual
TX0035988,2024-11-29,T14,Tienda,CLI03880,Baño,13189.39,2,Tarjeta credito
TX0049272,2025-05-02,T17,Tienda,CLI03992,Cocina y mesa,8381.7,4,Billetera virtual
TX0035876,2024-01-13,T11,Tienda,,Decoracion,16490.81,3,Tarjeta debito
TX0013829,2022-10-12,T07,Tienda,,Decoracion,13603.23,1,Tarjeta credito
TX0000003,2024-01-23,,Online,,Organizacion,8246.07,1,Tarjeta debito
TX0000901,2022-10-29,T03,Tienda,,Muebles,47224.82,1,Efectivo
TX0036447,2022-11-18,,Online,CLI01445,Textil hogar,28886.55,2,Tarjeta debito
TX0024465,2024-04-03,T08,Tienda,,Textil hogar,8019.21,2,Efectivo
TX0033167,2024-10-10,T10,Tienda,,Iluminacion,29150.45,1,Tarjeta credito
TX0000288,2022-06-10,T23,Tienda,CLI04363,Organizacion,13398.07,2,Billetera virtual
TX0008276,2024-03-22,T02,Tienda,,Textil hogar,29411.75,1,Tarjeta debito
TX0046153,2023-08-22,,E-commerce,,Cocina y mesa,17517.36,1,Efectivo
TX0046200,2022-12-15,,Online,CLI03932,Decoracion,20727.21,1,Efectivo
TX0042197,2024-10-14,T21,Tienda,CLI03721,Cocina y mesa,2465.42,4,Tarjeta debito
TX0004349,2023-06-05,T03,Tienda,CLI01910,Decoracion,42616.7,4,Billetera virtual
TX0028363,2024-08-02,T17,Tienda,,Textil hogar,12339.79,1,Efectivo
TX0041458,2023-09-03,T18,Tienda,,Baño,12430.76,1,Tarjeta credito
TX0007889,2025-02-11,T14,Tienda,CLI01257,Iluminacion,38759.31,2,Billetera virtual
TX0004313,2023-07-01,T27,Tienda,CLI05042,Decoracion,24968.42,5,Billetera virtual
TX0011974,2023-11-16,T25,Tienda,CLI00148,Cocina y mesa,13358.74,5,Efectivo
TX0027807,2024-04-29,T06,Tienda,CLI00395,Textil hogar,11143.57,1,Tarjeta credito
TX0013458,2025-02-21,T01,Tienda,,Organizacion,4481.85,4,Efectivo
TX0043371,2023-08-14,T27,Tienda,CLI04593,Textil hogar,16632.26,1,Efectivo
TX0013171,2024-01-28,,Online,,Baño,10643.96,2,Billetera virtual
TX0037262,2022-06-27,,Online,,Iluminacion,30682.78,3,Efectivo
TX0048728,2025-06-23,T23,Tienda,,Iluminacion,24965.73,2,Tarjeta credito
TX0040835,2025-06-08,T27,Tienda,CLI05431,Iluminacion,38824.09,4,Tarjeta credito
TX0005248,2023-02-02,T03,Tienda,,Textil hogar,9405.85,2,Efectivo
TX0046329,2025-03-17,,Online,,Muebles,67815.01,3,Tarjeta credito
TX0025303,2024-06-26,,Online,,Iluminacion,29825.52,1,Billetera virtual
TX0015196,2023-10-10,,Online,CLI04762,Organizacion,10070.78,1,Billetera virtual
TX0009369,2024-12-19,,Online,CLI00406,Baño,7936.01,1,Tarjeta credito
TX0031033,2024-05-25,,Online,,Iluminacion,7852.97,5,Tarjeta credito
TX0002010,2025-08-04,,Online,,Decoracion,20181.75,2,Efectivo
TX0000512,2025-02-18,T18,Tienda,CLI02817,Decoracion,9940.19,1,Efectivo
TX0024269,2024-05-31,T27,Tienda,CLI00509,Organizacion,12449.48,1,Billetera virtual
TX0040055,2024-05-23,T28,Tienda,CLI02306,Cocina y mesa,12362.41,1,Billetera virtual
TX0008552,2023-09-02,,Online,CLI02550,Decoracion,-19538.46,2,Efectivo
TX0023964,2022-11-03,,Online,,Textil hogar,20975.65,4,Tarjeta credito
TX0044716,2023-07-18,,Online,,Cocina y mesa,13816.67,1,Efectivo
TX0007072,2023-10-14,T17,Tienda,,Iluminacion,19201.38,5,Tarjeta debito
TX0047316,2023-03-20,T07,Tienda,CLI00107,Textil hogar,14184.49,2,Billetera virtual
TX0020620,2024-08-18,,Online,CLI02120,Organizacion,13292.21,1,Tarjeta credito
TX0018521,2023-05-14,T14,Tienda,CLI02310,Baño,16303.8,5,Tarjeta credito
TX0008102,2025-06-09,T10,Tienda,CLI05819,Baño,4775.18,1,Efectivo
TX0009071,2024-04-27,T13,Tienda,,Iluminacion,13365.95,1,Tarjeta debito
TX0038011,2025-05-07,T09,Tienda,CLI05442,Cocina y mesa,13044.5,3,Efectivo
TX0000187,2023-10-26,T07,Tienda,CLI02467,Decoracion,18442.57,1,Billetera virtual
TX0028237,2023-12-02,T14,Tienda,,Organizacion,13213.49,3,Billetera virtual
TX0015971,2023-12-01,T13,tienda,CLI04177,Organizacion,9446.2,1,Efectivo
TX0017422,2024-11-19,T15,Tienda,,Textil hogar,23237.15,1,Tarjeta debito
TX0028408,2022-07-09,T09,Tienda,CLI05992,Cocina y mesa,11003.17,2,Efectivo
TX0046862,2025-05-13,T19,Tienda,CLI04414,Textil hogar,15989.83,4,Efectivo
TX0015907,2022-08-26,T22,Tienda,CLI01327,Organizacion,500.0,1,Tarjeta credito
TX0006209,2022-10-16,T11,Tienda,CLI04916,Iluminacion,28666.57,1,Tarjeta credito
TX0023627,2023-12-19,T19,Tienda,,Iluminacion,24242.35,1,Billetera virtual
TX0015411,2024-10-06,T26,Tienda,CLI03731,Baño,7057.14,1,Billetera virtual
TX0004746,2023-10-21,T19,Tienda,CLI00852,Organizacion,10627.78,1,Billetera virtual
TX0006022,2023-08-02,,Online,CLI00322,Decoracion,9618.65,1,Tarjeta credito
TX0028115,2025-09-06,,Online,CLI00816,Iluminacion,23192.39,2,Tarjeta credito
TX0005321,2023-06-12,,Online,,Cocina y mesa,11447.67,2,Tarjeta debito
TX0029195,2025-06-26,T14,Tienda,CLI01245,Textil hogar,14741.71,1,Efectivo
TX0036625,2022-10-18,,Online,,Organizacion,6753.13,2,Tarjeta debito
TX0027158,2022-03-19,,Online,CLI03352,Iluminacion,14910.47,5,Tarjeta debito
TX0005412,2023-07-16,T05,Tienda,CLI04304,Iluminacion,41900.76,1,Billetera virtual
TX0002459,2023-10-11,T24,Tienda,CLI03734,Baño,8473.9,3,Tarjeta debito
TX0029683,2024-09-11,,Online,,Iluminacion,6305.32,2,Tarjeta debito
TX0012950,2025-05-09,,Online,CLI04307,Decoracion,19711.73,1,Tarjeta debito
TX0031826,2025-08-31,T08,Tienda,CLI00971,Iluminacion,9603.94,4,Billetera virtual
TX0038530,2024-10-10,T27,Tienda,CLI04448,Cocina y mesa,16245.75,2,Tarjeta credito
TX0043836,2025-06-15,,Online,,Cocina y mesa,12403.84,1,Tarjeta debito
TX0013352,2025-09-21,T14,Tienda,CLI04989,Decoracion,24080.36,1,Efectivo
TX0028609,2025-03-20,T03,Tienda,,Muebles,76141.87,2,Efectivo
TX0046376,2025-02-02,T19,Tienda,,Decoracion,19392.54,3,Billetera virtual
TX0017777,2022-10-16,T20,Tienda,CLI05711,Iluminacion,7364.12,4,Tarjeta debito
TX0020929,2024-05-31,,Online,,Iluminacion,28555.9,4,Tarjeta credito
TX0043133,2024-01-12,T07,Tienda,CLI00684,Muebles,59151.85,2,Efectivo
TX0000460,2023-08-17,T03,Tienda,CLI00081,Baño,10593.24,3,Efectivo
TX0045795,2024-06-07,,Online,,Decoracion,17263.53,1,Billetera virtual
TX0034129,2025-04-04,,Online,CLI00388,Decoracion,16182.95,2,Billetera virtual
TX0026209,2024-11-04,T14,Tienda,,Cocina y mesa,12752.22,3,Tarjeta debito
TX0010157,2024-01-24,,Online,,Organizacion,14353.97,1,Tarjeta debito
TX0031588,2023-09-30,,Online,CLI04327,Decoracion,25186.66,5,Billetera virtual
TX0002329,2025-01-15,T13,Tienda,CLI00853,Cocina y mesa,7612.81,1,Billetera virtual
TX0027367,2023-05-07,T10,Tienda,CLI04898,Cocina y mesa,10429.21,2,Efectivo
TX0036283,2025-04-28,,Online,CLI03881,Iluminacion,15112.22,1,Tarjeta credito
TX0030167,2025-03-10,T23,Tienda,CLI00106,Decoracion,16513.68,3,Tarjeta debito
TX0047904,2025-05-31,T28,tienda,,Baño,9034.34,2,Tarjeta credito
TX0030165,2023-12-05,T03,Tienda,CLI00483,Cocina y mesa,16292.41,2,Efectivo
TX0008064,2024-12-02,,Online,,Decoracion,40503.32,3,Tarjeta debito
TX0039869,2024-06-03,,Online,CLI04141,Cocina y mesa,15898.57,2,Billetera virtual
TX0037220,2025-06-06,T17,Tienda,CLI02681,Organizacion,10093.56,7,Tarjeta credito
TX0006933,2023-10-01,T21,Tienda,CLI03589,Organizacion,3718.02,1,Billetera virtual
TX0017569,2024-10-18,,Online,CLI02957,Organizacion,5550.95,3,Efectivo
TX0049631,2023-08-22,T11,Tienda,CLI04843,Baño,7885.98,1,Efectivo
TX0023866,2024-04-24,T11,Tienda,CLI04410,Cocina y mesa,17419.18,2,Tarjeta credito
TX0011885,2024-04-08,T11,Tienda,CLI01423,Decoracion,22177.06,3,Tarjeta credito
TX0048295,2023-03-28,T12,Tienda,CLI03614,Iluminacion,17648.78,1,Tarjeta debito
TX0012393,2025-02-28,,Online,CLI03606,Baño,8889.74,2,Tarjeta debito
TX0031603,2024-12-25,,Online,CLI04256,Muebles,76322.88,2,Tarjeta credito
TX0009922,2024-03-10,,Online,CLI03312,Organizacion,3140.57,3,Efectivo
TX0031538,2024-11-08,T19,Tienda,,Cocina y mesa,9671.78,3,Billetera virtual
TX0012929,2022-08-15,T10,Tienda,,Cocina y mesa,7267.96,4,Tarjeta debito
TX0006446,2025-03-14,T11,Tienda,,Muebles,60510.64,3,Billetera virtual
TX0049915,2024-04-22,T14,Tienda,CLI04275,Cocina y mesa,14630.36,3,Efectivo
TX0042805,2023-07-27,T19,Tienda,,Organizacion,3646.82,2,Tarjeta debito
TX0005735,2025-02-28,T27,Tienda,,Cocina y mesa,10587.2,1,Billetera virtual
TX0017359,2024-10-05,T19,Tienda,CLI02643,Textil hogar,28077.14,1,Tarjeta debito
TX0019336,2024-11-26,T28,Tienda,CLI01325,Cocina y mesa,15551.37,3,Billetera virtual
TX0012155,2025-02-28,,Online,,Textil hogar,4537.76,4,Tarjeta debito
TX0034905,2024-10-04,T02,Tienda,CLI02584,Baño,7272.55,1,Tarjeta debito
TX0042083,2025-02-04,,Online,CLI00234,Textil hogar,15226.42,1,Tarjeta credito
TX0027383,2024-05-11,T15,Tienda,CLI06018,Muebles,47258.39,3,Tarjeta debito
TX0022962,2025-02-28,T13,Tienda,,Cocina y mesa,13622.92,1,Tarjeta credito
TX0012814,2024-01-30,T10,Tienda,,Muebles,38172.36,2,Efectivo
TX0015626,2024-08-05,T03,Tienda,,Organizacion,11303.58,1,Billetera virtual
TX0045909,2023-10-04,T12,Tienda,CLI03864,Cocina y mesa,9253.18,4,Efectivo
TX0017936,2024-02-13,T21,Tienda,,Muebles,78699.31,1,Tarjeta credito
TX0012127,2024-07-19,,Online,CLI03256,Organizacion,11544.69,2,Tarjeta debito
TX0027821,2022-12-18,T02,Tienda,CLI05782,Cocina y mesa,11711.99,1,Billetera virtual
TX0014301,2024-11-21,,Online,,Organizacion,6982.28,1,Efectivo
TX0032134,2023-01-25,T26,Tienda,,Decoracion,17466.19,1,Efectivo
TX0048538,2023-03-13,T13,Tienda,,Decoracion,31160.09,3,Efectivo
TX0018879,2025-03-07,,Online,,Textil hogar,18361.57,1,Tarjeta credito
TX0013194,2023-12-25,,Online,,Organizacion,19134.07,1,Billetera virtual
TX0017977,2025-12-16,T17,Tienda,,Cocina y mesa,10458.57,2,Tarjeta credito
TX0000371,2025-06-25,,Online,,Textil hogar,14060.34,3,Efectivo
TX0031009,2024-11-19,T05,Tienda,CLI03424,Iluminacion,27760.94,3,Tarjeta credito
TX0018831,2023-06-30,T27,Tienda,CLI01918,Decoracion,11659.16,1,Efectivo
TX0001460,2025-06-27,T12,Tienda,,Decoracion,19412.91,4,Billetera virtual
TX0018860,2024-09-23,T11,Tienda,,Cocina y mesa,15131.91,4,Efectivo
TX0046769,2024-11-17,T14,Tienda,CLI02012,Iluminacion,40882.94,1,Tarjeta debito
TX0015955,2025-02-02,,Online,,Organizacion,9284.09,2,Efectivo
TX0042713,2023-08-30,,Online,,Muebles,56556.59,3,Tarjeta debito
TX0030991,2022-08-24,T03,Tienda,CLI01884,Organizacion,7924.5,2,Tarjeta debito
TX0030630,2023-03-11,,Online,CLI02530,Organizacion,8094.99,1,Billetera virtual
TX0035863,2024-11-19,T19,Tienda,CLI02255,Organizacion,2625.16,4,Tarjeta debito
TX0036886,2024-10-15,T27,Tienda,CLI00622,Muebles,51416.32,2,Tarjeta debito
TX0040508,2024-01-18,,Online,,Baño,10600.74,1,Tarjeta credito
TX0041747,2022-08-31,,Online,CLI01196,Organizacion,11094.51,2,Tarjeta debito
TX0028921,2023-01-02,T04,Tienda,CLI02011,Textil hogar,8727.3,4,Efectivo
TX0033461,2023-10-26,T02,Tienda,,Iluminacion,20367.33,1,Tarjeta debito
TX0041468,2024-11-09,T03,Tienda,,Iluminacion,37345.01,3,Efectivo
TX0018465,2024-03-21,T26,Tienda,,Baño,12797.6,1,Efectivo
TX0028811,2024-07-17,T06,Tienda,,Organizacion,9490.08,2,Tarjeta debito
TX0024889,2024-06-06,T21,Tienda,,Baño,12132.54,4,Efectivo
TX0038487,2022-04-03,T15,Tienda,CLI01073,Decoracion,21792.01,2,Tarjeta debito
TX0010722,2025-02-25,T17,Tienda,,Decoracion,14842.41,3,Tarjeta credito
TX0037644,2023-11-18,,Online,,Muebles,58462.0,2,Tarjeta debito
TX0023832,2023-12-31,,E-commerce,CLI05820,Cocina y mesa,12074.05,5,Tarjeta credito
TX0007170,2025-03-06,,Online,CLI05653,Organizacion,9261.06,3,Billetera virtual
TX0038928,2023-10-10,,Online,CLI02308,Textil hogar,15900.75,1,Efectivo
TX0014293,2023-12-25,,Online,,Iluminacion,58504.47,3,Tarjeta debito
TX0023353,2022-12-24,T03,Tienda,CLI03304,Iluminacion,47795.76,1,Tarjeta credito
TX0014247,2023-08-31,T17,Tienda,CLI02239,Organizacion,7203.31,3,Efectivo
TX0039918,2024-03-22,T19,Tienda,,Textil hogar,7655.63,1,Tarjeta credito
TX0044501,2024-03-23,,Online,CLI00778,Textil hogar,20544.46,2,Efectivo
TX0012186,2023-11-28,,Online,CLI03727,Textil hogar,24384.83,1,Billetera virtual
TX0005341,2024-09-04,T25,Tienda,CLI04152,Decoracion,30708.66,2,Tarjeta credito
TX0011375,2025-09-22,T26,Tienda,,Decoracion,23229.69,2,Tarjeta debito
TX0003983,2023-07-13,T03,Tienda,CLI05718,Textil hogar,20425.27,2,Tarjeta credito
TX0023814,2024-12-14,T24,Tienda,,Textil hogar,30199.17,1,Efectivo
TX0002806,2022-08-27,T08,Tienda,CLI02244,Organizacion,5296.36,1,Tarjeta debito
TX0037932,2023-08-20,T22,Tienda,CLI00055,Muebles,43710.7,1,Billetera virtual
TX0000235,2022-08-22,T15,Tienda,,Iluminacion,28741.73,1,Tarjeta credito
TX0011460,2022-03-23,T27,Tienda,CLI01191,Organizacion,9143.67,1,Tarjeta debito
TX0034194,2024-07-24,,Online,,Textil hogar,15979.61,3,Tarjeta debito
TX0016408,2023-07-03,T15,Tienda,,Decoracion,18409.83,3,Billetera virtual
TX0004741,2022-10-11,T21,Tienda,CLI03985,Organizacion,6770.89,1,Billetera virtual
TX0015006,2023-04-04,T02,Tienda,CLI03982,Textil hogar,11179.72,2,Efectivo
TX0045942,2025-05-20,T06,Tienda,CLI04314,Cocina y mesa,7621.53,1,Tarjeta debito
TX0000832,2024-02-21,T11,Tienda,,Iluminacion,38382.06,2,Efectivo
TX0024709,2024-09-28,,Online,CLI03771,Textil hogar,20191.54,5,Tarjeta debito
TX0025755,2022-09-08,,Online,CLI03799,Cocina y mesa,4753.02,5,Tarjeta debito
TX0045590,2024-01-24,,Online,,Cocina y mesa,12265.75,1,Tarjeta credito
TX0036624,2022-12-01,,Online,CLI01170,Decoracion,35439.58,4,Tarjeta credito
TX0007569,2022-10-29,T21,Tienda,,Cocina y mesa,7802.21,1,Tarjeta debito
TX0010423,2024-11-14,,Online,CLI05113,Textil hogar,19358.29,1,Tarjeta debito
TX0049776,2023-03-13,T19,Tienda,CLI03575,Cocina y mesa,13070.78,2,Efectivo
TX0031238,2023-01-01,T15,Tienda,CLI04345,Cocina y mesa,8540.11,1,Billetera virtual
TX0016342,2023-01-23,T12,tienda,,Iluminacion,7452.51,1,Tarjeta debito
TX0043782,2024-09-22,,Online,,Muebles,39614.98,1,Billetera virtual
TX0036434,2023-04-27,T13,Tienda,CLI05345,Cocina y mesa,15580.92,5,Billetera virtual
TX0019956,2023-06-26,T08,Tienda,,Decoracion,24349.9,1,Tarjeta debito
TX0020659,2022-06-13,T24,Tienda,,Organizacion,9965.84,4,Tarjeta debito
TX0023234,2023-02-07,T12,Tienda,,Textil hogar,3751.92,1,Tarjeta credito
TX0047570,2024-05-27,T14,Tienda,CLI05382,Muebles,57647.66,1,Tarjeta debito
TX0032554,2025-05-16,,Online,,Textil hogar,17542.42,2,Efectivo
TX0031331,2023-04-19,,Online,,Cocina y mesa,13782.43,1,Tarjeta credito
TX0020036,2022-12-28,,Online,CLI05519,Decoracion,26022.5,1,Tarjeta credito
TX0031180,2024-12-31,T20,Tienda,,Cocina y mesa,16989.63,2,Efectivo
TX0027755,2025-01-31,T20,Tienda,,Cocina y mesa,14231.46,1,Efectivo
TX0029900,2025-04-03,T06,Tienda,,Organizacion,5820.51,1,Tarjeta debito
TX0027629,2025-07-12,T07,Tienda,,Decoracion,21077.0,3,Billetera virtual
TX0028797,2024-12-11,,Online,CLI03010,Cocina y mesa,10893.74,6,Billetera virtual
TX0005651,2023-12-20,,Online,,Organizacion,6845.25,1,Efectivo
TX0013663,2025-05-04,T22,Tienda,CLI02076,Iluminacion,35376.72,2,Efectivo
TX0010272,2024-11-03,T01,Tienda,,Cocina y mesa,16219.37,2,Tarjeta credito
TX0021557,2023-02-05,,Online,CLI02977,Textil hogar,19839.0,2,Tarjeta debito
TX0021184,2024-09-09,,Online,CLI04566,Baño,14254.52,1,Tarjeta credito
TX0030791,2024-10-07,,Online,,Cocina y mesa,4584.37,3,Efectivo
TX0043552,2024-01-28,,Online,,Cocina y mesa,3359.61,2,Billetera virtual
TX0047626,2024-09-07,T25,Tienda,CLI05527,Decoracion,17038.41,1,Efectivo
TX0012354,2022-05-13,,Online,CLI00616,Textil hogar,8710.53,2,Tarjeta debito
TX0006888,2024-12-30,,Online,,Organizacion,10456.84,2,Efectivo
TX0016350,2024-12-30,T26,Tienda,CLI00243,Textil hogar,34388.34,3,Billetera virtual
TX0025875,2025-04-07,,Online,,Organizacion,3703.66,1,Efectivo
TX0001266,2025-01-19,T20,Tienda,CLI00562,Iluminacion,23382.84,3,Efectivo
TX0025984,2023-12-09,T24,Tienda,CLI01016,Muebles,123174.46,1,Tarjeta credito
TX0026035,2025-04-20,T18,Tienda,,Cocina y mesa,10852.43,1,Efectivo
TX0040520,2023-04-29,,Online,CLI03258,Baño,6179.81,1,Efectivo
TX0036427,2024-03-17,T14,Tienda,CLI03844,Iluminacion,27511.67,2,Tarjeta credito
TX0029928,2024-09-30,T20,Tienda,CLI04901,Iluminacion,27184.84,3,Tarjeta debito
TX0046248,2023-02-18,T10,Tienda,,Iluminacion,28777.59,2,Efectivo
TX0041961,2023-02-07,,Online,CLI00126,Textil hogar,5825.4,2,Efectivo
TX0017895,2023-09-03,,Online,,Muebles,56060.29,1,Efectivo
TX0021046,2024-04-20,T22,Tienda,,Iluminacion,7547.34,2,Tarjeta debito
TX0020596,2023-09-11,,Online,CLI00589,Decoracion,22547.31,2,Billetera virtual
TX0023944,2024-07-01,,Online,CLI05748,Iluminacion,29866.71,1,Efectivo
TX0032066,2023-08-18,T15,Tienda,CLI05973,Baño,11189.3,3,Tarjeta credito
TX0027899,2025-04-18,,Online,CLI05685,Cocina y mesa,12771.99,2,Efectivo
TX0027239,2025-02-19,T04,Tienda,CLI00486,Textil hogar,18218.35,3,Billetera virtual
TX0046013,2023-06-28,,Online,CLI01285,Textil hogar,18291.78,2,Tarjeta credito
TX0024965,2023-06-10,T27,Tienda,CLI01562,Cocina y mesa,9459.91,3,Billetera virtual
TX0011550,2024-09-13,,E-commerce,CLI03268,Organizacion,5811.4,1,Billetera virtual
TX0032767,2024-01-08,T19,Tienda,,Muebles,55888.72,4,Tarjeta credito
TX0047612,2024-06-11,,Online,CLI05375,Textil hogar,18835.75,2,Billetera virtual
TX0024743,2024-09-27,T13,Tienda,CLI00752,Decoracion,16374.86,2,Tarjeta debito
TX0043652,2023-08-23,T03,Tienda,CLI03016,Muebles,40266.21,2,Tarjeta credito
TX0036226,2023-12-27,,E-commerce,CLI02878,Organizacion,9357.48,1,Efectivo
TX0020086,2024-11-26,T24,Tienda,,Decoracion,23307.58,5,Tarjeta debito
TX0006878,2025-02-07,,Online,,Cocina y mesa,3556.8,2,Efectivo
TX0022737,2024-12-14,T24,Tienda,,Textil hogar,16209.18,1,Tarjeta credito
TX0012955,2023-08-30,,Online,,Decoracion,21748.71,5,Efectivo
TX0009314,2024-09-10,T26,Tienda,,Textil hogar,16430.81,3,Tarjeta debito
TX0035179,2024-09-29,T12,Tienda,,Organizacion,10289.83,1,Billetera virtual
TX0010914,2022-09-10,T24,Tienda,CLI01613,Cocina y mesa,8077.43,2,Tarjeta credito
TX0019923,2024-06-27,T27,Tienda,CLI01847,Muebles,70554.89,1,Tarjeta credito
TX0042031,2024-09-25,,Online,CLI03871,Iluminacion,13430.96,3,Tarjeta debito
TX0033247,2024-11-27,T06,Tienda,,Textil hogar,20913.16,2,Tarjeta credito
TX0000161,2023-02-25,,Online,,Cocina y mesa,7545.35,2,Tarjeta debito
TX0023280,2025-09-11,T22,Tienda,CLI01373,Baño,11797.77,2,Tarjeta credito
TX0030054,2024-07-18,,Online,,Textil hogar,16354.25,1,Efectivo
TX0018997,2024-10-07,,Online,,Cocina y mesa,19469.37,3,Tarjeta credito
TX0037030,2024-03-23,T09,Tienda,,Textil hogar,6927.87,3,Efectivo
TX0023918,2025-01-01,,Online,,Decoracion,10241.11,1,Billetera virtual
TX0016902,2024-08-29,T02,Tienda,CLI01137,Muebles,77218.46,1,Tarjeta credito
TX0027106,2023-01-11,,Online,,Cocina y mesa,13362.16,1,Tarjeta credito
TX0034839,2023-02-22,,Online,CLI01919,Cocina y mesa,18666.24,1,Tarjeta debito
TX0000992,2025-08-08,T21,Tienda,CLI05805,Textil hogar,13614.76,1,Efectivo
TX0000984,2024-11-03,T14,Tienda,,Textil hogar,23275.13,2,Tarjeta debito
TX0046079,2024-07-19,,Online,CLI03797,Textil hogar,10958.76,1,Tarjeta debito
TX0019778,2022-03-25,T14,Tienda,CLI05204,Decoracion,11552.47,3,Efectivo
